Time (ms), Temperature (C), Shunt Voltage, Bus Voltage (V), Current (mA), Power (mW), Load Voltage (V)
1474000,38.25,191.86,0.04,1918.80,62.00,0.23
1474500,38.25,191.14,0.04,1911.80,68.00,0.23
1475000,38.25,191.09,0.04,1909.40,62.00,0.23
1475500,38.25,192.39,0.03,1923.90,68.00,0.22
1476000,38.25,189.53,0.03,1895.40,62.00,0.22
1476500,38.25,192.92,0.03,1924.90,62.00,0.22
1477000,38.31,193.50,0.04,1931.90,62.00,0.23
1477500,38.31,192.08,0.03,1931.70,62.00,0.22
1478000,38.31,192.49,0.03,1923.70,62.00,0.22
1478500,38.38,192.67,0.03,1920.90,62.00,0.22
1479000,38.38,190.74,0.03,1909.10,62.00,0.22
1479500,38.38,189.98,0.03,1891.10,52.00,0.22
1480000,38.44,189.08,0.03,1890.20,58.00,0.22
1480500,38.44,190.23,0.04,1903.00,62.00,0.23
1481000,38.44,191.15,0.03,1932.90,62.00,0.22
1481500,38.44,194.04,0.03,1942.10,62.00,0.23
1482000,38.44,190.91,0.04,1908.90,62.00,0.23
1482500,38.50,189.78,0.03,1893.40,68.00,0.22
1483000,38.50,188.37,0.03,1882.20,58.00,0.22
1483500,38.50,190.94,0.03,1909.40,62.00,0.22
1484000,38.50,189.47,0.03,1894.80,62.00,0.22
1484500,38.56,192.13,0.04,1922.90,62.00,0.23
1485000,38.56,189.07,0.03,1888.60,62.00,0.22
1485500,38.56,190.66,0.03,1903.00,62.00,0.22
1486000,38.63,192.91,0.03,1930.50,62.00,0.22
1486500,38.63,192.49,0.03,1924.70,62.00,0.22
1487000,38.63,194.52,0.04,1946.70,68.00,0.23
1487500,38.69,192.09,0.03,1920.00,62.00,0.22
1488000,38.69,194.74,0.03,1947.60,68.00,0.23
1488500,38.69,192.87,0.04,1927.30,62.00,0.23
1489000,38.69,195.64,0.03,1955.60,72.00,0.23
1489500,38.75,192.61,0.03,1929.10,62.00,0.22
1490000,38.75,194.70,0.04,1946.50,62.00,0.23
1490500,38.75,193.81,0.03,1937.50,68.00,0.23
1491000,38.75,193.30,0.04,1932.80,68.00,0.23
1491500,38.75,193.89,0.03,1937.60,62.00,0.23
1492000,38.75,193.78,0.03,1937.40,68.00,0.23
1492500,38.81,193.40,0.04,1933.90,62.00,0.23
1493000,38.81,192.45,0.03,1923.80,68.00,0.22
1493500,38.81,192.67,0.04,1927.10,62.00,0.23
1494000,38.81,191.76,0.03,1916.50,62.00,0.22
1494500,38.81,192.88,0.03,1928.80,62.00,0.22
1495000,38.81,192.92,0.04,1930.60,68.00,0.23
1495500,38.81,193.02,0.04,1929.80,62.00,0.23
1496000,38.81,193.15,0.04,1932.70,78.00,0.23
1496500,38.81,194.90,0.04,1948.60,68.00,0.23
1497000,38.88,193.19,0.04,1931.80,62.00,0.23
1497500,38.88,196.32,0.04,1962.40,72.00,0.23
1498000,38.88,192.89,0.04,1928.70,68.00,0.23
1498500,38.88,192.95,0.04,1929.30,62.00,0.23
1499000,38.88,194.03,0.03,1938.50,68.00,0.23
1499500,38.88,192.64,0.04,1926.00,52.00,0.23
1500000,38.88,192.02,0.04,1919.20,62.00,0.23
1500500,38.88,191.32,0.03,1909.60,62.00,0.22
1501000,38.94,193.45,0.03,1934.70,62.00,0.23
1501500,38.94,194.12,0.03,1940.60,68.00,0.23
1502000,38.94,193.32,0.04,1933.80,68.00,0.23
1502500,38.94,193.11,0.03,1931.80,62.00,0.23
1503000,38.94,191.74,0.04,1917.50,68.00,0.23
1503500,39.00,191.38,0.04,1913.50,68.00,0.23
1504000,39.00,191.42,0.04,1913.90,62.00,0.23
1504500,39.00,192.61,0.04,1926.80,62.00,0.23
1505000,39.00,191.91,0.03,1920.70,62.00,0.22
1505500,39.00,192.82,0.03,1928.30,68.00,0.22
1506000,39.06,192.79,0.04,1928.10,68.00,0.23
1506500,39.06,192.11,0.03,1920.70,68.00,0.22
1507000,39.06,191.87,0.03,1918.90,62.00,0.22
1507500,39.06,192.40,0.04,1924.50,68.00,0.23
1508000,39.13,192.07,0.03,1921.20,62.00,0.22
1508500,39.13,191.75,0.03,1917.80,68.00,0.22
1509000,39.13,193.17,0.03,1931.60,62.00,0.23
1509500,39.13,192.88,0.04,1929.70,68.00,0.23
1510000,39.13,191.79,0.03,1922.00,62.00,0.22
1510500,39.13,192.86,0.04,1928.50,68.00,0.23
1511000,39.19,192.13,0.03,1921.80,68.00,0.22
1511500,39.19,192.82,0.04,1928.70,68.00,0.23
1512000,39.19,192.53,0.04,1928.00,62.00,0.23
1512500,39.19,192.47,0.04,1924.70,68.00,0.23
1513000,39.25,192.92,0.04,1928.90,68.00,0.23
1513500,39.19,192.91,0.03,1928.80,62.00,0.22
1514000,39.19,192.84,0.04,1928.00,62.00,0.23
1514500,39.19,192.75,0.04,1927.60,68.00,0.23
1515000,39.19,193.51,0.04,1935.20,62.00,0.23
1515500,39.19,195.81,0.04,1959.60,62.00,0.23
1516000,39.25,192.85,0.04,1948.60,62.00,0.23
1516500,39.25,193.13,0.04,1931.40,68.00,0.23
1517000,39.25,193.45,0.03,1934.30,62.00,0.23
1517500,39.31,193.93,0.04,1939.40,62.00,0.23
1518000,39.25,194.01,0.04,1939.90,68.00,0.23
1518500,39.31,196.54,0.04,1966.00,72.00,0.23
1519000,39.31,192.92,0.03,1931.50,68.00,0.22
1519500,39.31,193.31,0.04,1933.70,68.00,0.23
1520000,39.31,196.32,0.04,1935.90,68.00,0.23
1520500,39.31,196.23,0.04,1961.00,72.00,0.23
1521000,39.31,195.33,0.04,1947.30,68.00,0.23
1521500,39.31,193.09,0.03,1930.30,68.00,0.23
1522000,39.31,193.17,0.04,1950.50,68.00,0.23
1522500,39.31,193.37,0.04,1933.10,62.00,0.23
1523000,39.31,196.22,0.04,1962.40,62.00,0.23
1523500,39.31,195.98,0.04,1944.20,68.00,0.23
1524000,39.31,194.09,0.04,1941.20,68.00,0.23
1524500,39.31,193.13,0.04,1931.10,68.00,0.23
1525000,39.31,193.12,0.04,1929.40,68.00,0.23
1525500,39.31,192.46,0.04,1925.00,62.00,0.23
1526000,39.31,195.65,0.04,1956.20,68.00,0.23
1526500,39.31,193.50,0.03,1936.70,68.00,0.23
1527000,39.31,190.21,0.03,1901.10,68.00,0.22
1527500,39.38,191.52,0.04,1921.10,68.00,0.23
1528000,39.38,192.19,0.03,1924.40,62.00,0.22
1528500,39.38,188.51,0.03,1883.30,62.00,0.22
1529000,39.44,189.98,0.03,1899.80,68.00,0.22
1529500,39.44,191.87,0.04,1911.30,68.00,0.23
1530000,39.44,190.24,0.04,1906.80,62.00,0.23
1530500,39.44,190.38,0.04,1904.30,68.00,0.23
1531000,39.44,190.11,0.04,1900.70,62.00,0.23
1531500,39.50,192.37,0.03,1908.30,68.00,0.22
1532000,39.50,191.09,0.03,1907.80,62.00,0.22
1532500,39.50,188.37,0.03,1883.80,58.00,0.22
1533000,39.50,191.90,0.03,1931.20,62.00,0.22
1533500,39.50,191.25,0.03,1904.80,62.00,0.22
1534000,39.56,191.19,0.04,1927.10,62.00,0.23
1534500,39.56,190.64,0.03,1905.90,62.00,0.22
1535000,39.56,191.93,0.03,1919.40,62.00,0.22
1535500,39.56,190.74,0.03,1916.80,68.00,0.22
1536000,39.56,193.59,0.04,1935.50,68.00,0.23
1536500,39.56,193.34,0.03,1934.20,68.00,0.23
1537000,39.56,190.39,0.03,1905.60,62.00,0.22
1537500,39.63,189.67,0.03,1896.80,62.00,0.22
1538000,39.63,192.41,0.04,1924.20,62.00,0.23
1538500,39.63,190.72,0.03,1919.20,62.00,0.22
1539000,39.63,192.12,0.04,1921.30,62.00,0.23
1539500,39.63,190.48,0.03,1904.00,62.00,0.22
1540000,39.63,190.93,0.03,1907.90,52.00,0.22
1540500,39.63,189.91,0.04,1899.10,52.00,0.23
1541000,39.56,191.36,0.03,1913.40,62.00,0.22
1541500,39.56,192.96,0.03,1913.40,68.00,0.22
1542000,39.50,192.82,0.03,1914.30,62.00,0.22
1542500,39.50,191.46,0.04,1913.30,62.00,0.23
1543000,39.50,192.43,0.03,1907.50,62.00,0.22
1543500,39.50,189.56,0.03,1897.80,62.00,0.22
1544000,39.50,190.00,0.03,1899.80,68.00,0.22
1544500,39.50,195.11,0.03,1945.70,68.00,0.23
1545000,39.50,193.24,0.04,1931.60,62.00,0.23
1545500,39.50,190.91,0.03,1907.80,62.00,0.22
1546000,39.50,192.07,0.03,1917.30,62.00,0.22
1546500,39.50,188.42,0.03,1916.50,62.00,0.22
1547000,39.50,191.49,0.03,1914.60,68.00,0.22
1547500,39.56,190.77,0.03,1909.50,62.00,0.22
1548000,39.56,189.66,0.03,1897.20,68.00,0.22
1548500,39.63,192.40,0.04,1922.70,68.00,0.23
1549000,39.63,194.18,0.03,1922.40,62.00,0.23
1549500,39.63,195.86,0.03,1956.70,68.00,0.23
1550000,39.63,193.21,0.04,1948.00,68.00,0.23
1550500,39.69,194.64,0.04,1949.00,68.00,0.23
1551000,39.69,195.10,0.04,1949.80,68.00,0.23
1551500,39.75,192.97,0.03,1927.80,68.00,0.22
1552000,39.75,194.34,0.03,1925.30,68.00,0.23
1552500,39.75,192.38,0.04,1923.30,62.00,0.23
1553000,39.75,192.48,0.03,1924.70,68.00,0.22
1553500,39.69,192.21,0.04,1922.30,62.00,0.23
1554000,39.75,191.53,0.03,1915.90,62.00,0.22
1554500,39.75,191.27,0.03,1912.30,68.00,0.22
1555000,39.75,192.10,0.04,1916.10,68.00,0.23
1555500,39.69,191.65,0.03,1913.90,62.00,0.22
1556000,39.69,192.78,0.03,1927.20,62.00,0.22
1556500,39.69,190.28,0.03,1902.60,62.00,0.22
1557000,39.69,193.24,0.03,1932.80,68.00,0.23
1557500,39.63,192.63,0.04,1931.70,68.00,0.23
1558000,39.69,192.61,0.03,1922.40,68.00,0.22
1558500,39.69,192.33,0.04,1922.90,76.00,0.23
1559000,39.81,192.43,0.03,1922.90,68.00,0.22
1559500,39.81,191.03,0.03,1914.50,62.00,0.22
1560000,39.88,190.79,0.04,1908.20,68.00,0.23
1560500,39.88,190.76,0.03,1892.20,58.00,0.22
1561000,39.88,195.16,0.04,1954.40,68.00,0.23
1561500,39.94,194.51,0.04,1945.80,68.00,0.23
1562000,39.88,193.95,0.03,1925.40,68.00,0.23
1562500,39.94,191.39,0.03,1914.90,68.00,0.22
1563000,39.94,193.00,0.04,1931.30,68.00,0.23
1563500,39.94,194.44,0.03,1943.50,62.00,0.23
1564000,39.94,193.04,0.03,1933.00,68.00,0.23
1564500,40.00,191.82,0.04,1919.00,62.00,0.23
1565000,40.00,193.55,0.04,1939.90,68.00,0.23
1565500,40.06,195.29,0.04,1951.70,68.00,0.23
1566000,40.06,192.99,0.04,1929.60,68.00,0.23
1566500,40.13,191.79,0.03,1916.40,68.00,0.22
1567000,40.13,194.62,0.04,1927.20,62.00,0.23
1567500,40.13,191.76,0.04,1915.40,62.00,0.23
1568000,40.19,190.50,0.03,1908.10,52.00,0.22
1568500,40.19,190.95,0.03,1910.70,68.00,0.22
1569000,40.19,192.74,0.04,1927.10,62.00,0.23
1569500,40.25,190.92,0.03,1908.20,68.00,0.22
1570000,40.25,190.40,0.03,1906.10,62.00,0.22
1570500,40.25,193.02,0.04,1930.60,68.00,0.23
1571000,40.31,190.71,0.03,1906.50,62.00,0.22
1571500,40.31,191.62,0.03,1914.10,62.00,0.22
1572000,40.31,191.76,0.03,1916.80,62.00,0.22
1572500,40.38,190.28,0.04,1902.80,62.00,0.23
1573000,40.38,189.33,0.03,1909.00,68.00,0.22
1573500,40.38,194.12,0.04,1941.80,62.00,0.23
1574000,40.44,191.95,0.03,1907.40,68.00,0.22
1574500,40.44,192.55,0.04,1926.00,62.00,0.23
1575000,40.50,191.35,0.04,1901.70,68.00,0.23
1575500,40.50,190.74,0.03,1913.30,62.00,0.22
1576000,40.50,194.90,0.04,1948.70,72.00,0.23
1576500,40.56,190.62,0.04,1903.90,52.00,0.23
1577000,40.56,190.09,0.03,1902.10,52.00,0.22
1577500,40.56,193.53,0.04,1939.70,62.00,0.23
1578000,40.63,192.38,0.03,1921.40,68.00,0.22
1578500,40.63,193.33,0.04,1932.20,62.00,0.23
1579000,40.63,193.20,0.04,1929.50,68.00,0.23
1579500,40.63,193.55,0.04,1934.80,62.00,0.23
1580000,40.69,192.81,0.04,1938.40,68.00,0.23
1580500,40.69,193.18,0.03,1937.60,68.00,0.23
1581000,40.69,194.73,0.03,1946.90,68.00,0.23
1581500,40.69,193.96,0.03,1943.90,68.00,0.23
1582000,40.75,195.11,0.04,1948.20,68.00,0.23
1582500,40.75,195.78,0.04,1960.60,62.00,0.23
1583000,40.75,192.40,0.04,1923.60,62.00,0.23
1583500,40.75,193.91,0.04,1936.80,68.00,0.23
1584000,40.75,192.80,0.03,1928.00,62.00,0.22
1584500,40.75,193.30,0.04,1932.70,68.00,0.23
1585000,40.81,194.02,0.04,1936.40,62.00,0.23
1585500,40.81,195.77,0.04,1953.30,68.00,0.23
1586000,40.81,193.98,0.04,1941.60,62.00,0.23
1586500,40.81,193.40,0.03,1943.10,68.00,0.23
1587000,40.81,193.67,0.04,1936.90,62.00,0.23
1587500,40.88,193.38,0.04,1941.10,62.00,0.23
1588000,40.88,194.73,0.04,1946.20,68.00,0.23
1588500,40.88,195.42,0.03,1932.30,62.00,0.23
1589000,40.88,193.49,0.04,1934.80,62.00,0.23
1589500,40.88,196.71,0.04,1967.00,72.00,0.23
1590000,40.88,193.16,0.03,1927.30,68.00,0.23
1590500,40.94,195.82,0.04,1961.30,68.00,0.23
1591000,40.94,196.07,0.04,1961.60,62.00,0.23
1591500,40.94,196.66,0.03,1965.60,62.00,0.23
1592000,40.94,194.58,0.04,1946.30,68.00,0.23
1592500,40.94,191.93,0.04,1910.30,62.00,0.23
1593000,40.94,193.54,0.03,1934.80,62.00,0.23
1593500,41.00,194.72,0.04,1949.00,62.00,0.23
1594000,41.00,193.60,0.04,1948.60,68.00,0.23
1594500,41.00,193.52,0.04,1973.80,72.00,0.23
1595000,41.00,193.32,0.04,1932.50,68.00,0.23
1595500,41.00,191.50,0.03,1913.00,62.00,0.22
1596000,41.06,191.60,0.03,1924.20,68.00,0.22
1596500,41.06,190.42,0.04,1906.90,68.00,0.23
1597000,41.06,191.50,0.03,1917.20,68.00,0.22
1597500,41.06,193.97,0.04,1943.10,68.00,0.23
1598000,41.06,194.59,0.03,1945.30,68.00,0.23
1598500,41.06,192.58,0.03,1924.00,62.00,0.22
1599000,41.06,192.91,0.04,1931.20,68.00,0.23
1599500,41.06,194.01,0.03,1966.00,72.00,0.23
1600000,41.13,193.33,0.04,1935.10,62.00,0.23
1600500,41.13,193.40,0.03,1933.70,78.00,0.23
1601000,41.13,194.65,0.03,1943.50,68.00,0.23
1601500,41.13,192.50,0.03,1925.10,68.00,0.22
1602000,41.13,194.14,0.04,1941.80,68.00,0.23
1602500,41.13,195.47,0.04,1954.70,68.00,0.23
1603000,41.13,195.35,0.04,1953.30,62.00,0.23
1603500,41.13,197.91,0.04,1959.00,78.00,0.24
1604000,41.13,199.18,0.04,1991.40,72.00,0.24
1604500,41.13,201.49,0.04,2016.30,72.00,0.24
1605000,41.19,198.33,0.04,1999.90,72.00,0.23
1605500,41.19,199.15,0.04,1991.00,72.00,0.24
1606000,41.19,198.00,0.04,1981.00,72.00,0.24
1606500,41.25,201.15,0.04,2011.40,72.00,0.24
1607000,41.31,201.92,0.04,2014.10,82.00,0.24
1607500,41.25,201.37,0.04,2008.10,72.00,0.24
1608000,41.31,201.92,0.04,2016.70,82.00,0.24
1608500,41.31,201.60,0.04,2013.90,72.00,0.24
1609000,41.25,200.70,0.04,2014.60,82.00,0.24
1609500,41.31,201.53,0.04,2011.80,82.00,0.24
1610000,41.31,199.83,0.04,2009.00,78.00,0.24
1610500,41.31,198.50,0.04,1985.40,72.00,0.24
1611000,41.31,201.09,0.04,2008.40,72.00,0.24
1611500,41.38,197.92,0.04,1979.50,72.00,0.23
1612000,41.38,197.22,0.04,1973.00,72.00,0.23
1612500,41.31,197.58,0.04,1973.50,62.00,0.23
1613000,41.38,199.25,0.04,1985.70,72.00,0.24
1613500,41.38,197.87,0.04,1979.40,72.00,0.23
1614000,41.44,197.12,0.04,1972.00,72.00,0.23
1614500,41.38,197.60,0.04,1975.80,72.00,0.23
1615000,41.31,197.73,0.04,1977.90,78.00,0.23
1615500,41.38,198.76,0.04,1986.80,72.00,0.23
1616000,41.38,198.70,0.04,1986.50,78.00,0.23
1616500,41.38,198.43,0.04,1984.70,62.00,0.23
1617000,41.38,198.08,0.04,1980.90,72.00,0.23
1617500,41.31,198.01,0.04,1980.80,72.00,0.23
1618000,41.38,198.33,0.04,1982.90,72.00,0.24
1618500,41.31,200.73,0.04,1999.90,72.00,0.24
1619000,41.38,199.64,0.04,2017.60,82.00,0.24
1619500,41.38,197.69,0.04,1976.50,78.00,0.24
1620000,41.31,197.74,0.04,1977.50,72.00,0.23
1620500,41.38,197.09,0.04,1970.90,72.00,0.23
1621000,41.38,198.56,0.04,1986.10,78.00,0.23
1621500,41.44,196.89,0.04,1969.20,72.00,0.23
1622000,41.38,196.67,0.04,1967.50,72.00,0.23
1622500,41.38,197.09,0.04,1971.50,72.00,0.24
1623000,41.44,195.71,0.04,1966.00,68.00,0.23
1623500,41.38,197.28,0.04,1972.30,72.00,0.23
1624000,41.50,197.24,0.04,1972.90,72.00,0.24
1624500,41.44,196.77,0.04,1970.20,72.00,0.23
1625000,41.50,193.75,0.04,1937.80,62.00,0.23
1625500,41.50,194.11,0.04,1938.70,62.00,0.23
1626000,41.50,196.63,0.04,1962.60,78.00,0.23
1626500,41.50,197.11,0.04,1971.40,72.00,0.23
1627000,41.50,198.48,0.04,1984.70,72.00,0.23
1627500,41.50,197.34,0.04,1973.30,72.00,0.23
1628000,41.50,197.27,0.04,1971.50,72.00,0.23
1628500,41.50,199.16,0.04,1991.60,78.00,0.24
1629000,41.56,200.47,0.04,2003.90,72.00,0.24
1629500,41.56,200.21,0.04,2000.30,72.00,0.24
1630000,41.56,200.87,0.04,2008.90,82.00,0.24
1630500,41.56,200.75,0.04,2007.50,82.00,0.24
1631000,41.56,200.59,0.04,2005.50,72.00,0.24
1631500,41.56,200.36,0.04,2004.40,78.00,0.24
1632000,41.63,197.91,0.04,1978.90,72.00,0.23
1632500,41.63,199.82,0.04,1997.20,72.00,0.24
1633000,41.63,199.85,0.04,1997.20,72.00,0.24
1633500,41.63,199.94,0.04,2002.40,72.00,0.24
1634000,41.63,200.30,0.04,2002.80,78.00,0.24
1634500,41.63,200.37,0.04,2008.20,82.00,0.24
1635000,41.63,200.31,0.04,2004.70,72.00,0.24
1635500,41.69,200.16,0.04,2002.70,78.00,0.24
1636000,41.69,199.76,0.04,1993.40,72.00,0.24
1636500,41.75,198.95,0.04,1996.00,72.00,0.23
1637000,41.75,198.49,0.04,1984.40,72.00,0.23
1637500,41.75,201.17,0.04,2007.10,72.00,0.24
1638000,41.75,199.19,0.04,1991.50,72.00,0.24
1638500,41.75,199.56,0.04,1996.60,72.00,0.24
1639000,41.75,198.85,0.04,1988.80,72.00,0.23
1639500,41.75,198.46,0.04,1982.00,72.00,0.24
1640000,41.81,200.27,0.04,2002.20,78.00,0.24
1640500,41.88,198.32,0.04,1983.40,72.00,0.23
1641000,41.81,197.19,0.04,1974.00,62.00,0.23
1641500,41.88,199.52,0.04,1996.80,72.00,0.24
1642000,41.88,202.34,0.04,2024.30,72.00,0.24
1642500,41.88,200.30,0.04,2002.30,72.00,0.24
1643000,41.88,198.01,0.04,1970.20,72.00,0.23
1643500,41.88,199.72,0.04,1997.20,72.00,0.24
1644000,41.94,195.95,0.04,1957.90,72.00,0.23
1644500,41.94,201.23,0.04,2025.10,82.00,0.24
1645000,41.94,200.37,0.04,1995.40,78.00,0.24
1645500,42.00,197.15,0.04,1985.20,78.00,0.23
1646000,42.00,195.86,0.04,1963.10,72.00,0.23
1646500,42.00,200.63,0.04,1999.00,78.00,0.24
1647000,42.00,199.80,0.04,1998.00,78.00,0.24
1647500,42.06,197.09,0.04,1972.50,72.00,0.23
1648000,42.00,-0.01,3.98,-0.30,0.00,3.98
1648500,42.00,-0.04,3.98,-0.10,0.00,3.98
1649000,42.06,0.00,3.98,-0.20,0.00,3.98
1649500,42.06,-0.02,3.98,0.00,0.00,3.98
1650000,42.06,-0.02,3.98,-0.10,0.00,3.98
1650500,42.06,-0.04,3.98,-0.10,0.00,3.98
1651000,42.13,-0.03,3.98,-0.20,0.00,3.98
1651500,42.13,0.01,3.98,-0.20,0.00,3.98
1652000,42.13,-0.03,3.98,-0.10,0.00,3.98
1652500,42.19,-0.01,3.98,-0.20,0.00,3.98
1653000,42.19,-0.03,3.98,-0.30,0.00,3.98
1653500,42.19,-0.01,3.98,-0.30,0.00,3.98
