Time (ms), Temperature (C), Shunt Voltage, Bus Voltage (V), Current (mA), Power (mW), Load Voltage (V)
511500,39.81,213.79,0.04,2138.00,96.00,0.26
512000,39.81,213.81,0.05,2138.40,102.00,0.26
512500,39.81,213.90,0.04,2138.50,102.00,0.26
513000,39.81,213.86,0.05,2138.90,96.00,0.26
513500,39.81,213.94,0.05,2139.30,96.00,0.26
514000,39.81,213.97,0.04,2139.70,102.00,0.26
514500,39.81,213.99,0.04,2139.90,96.00,0.26
515000,39.88,214.04,0.04,2140.20,96.00,0.26
515500,39.88,214.04,0.04,2140.50,102.00,0.26
516000,39.88,214.06,0.05,2140.60,96.00,0.26
516500,39.88,214.14,0.04,2140.80,96.00,0.26
517000,39.88,214.16,0.04,2141.60,96.00,0.26
517500,39.94,214.14,0.05,2141.90,96.00,0.26
518000,39.88,214.19,0.04,2142.20,96.00,0.26
518500,39.94,214.20,0.04,2142.20,102.00,0.26
519000,39.94,214.19,0.04,2142.50,96.00,0.26
519500,39.94,214.21,0.04,2142.40,102.00,0.26
520000,40.00,214.24,0.04,2142.70,102.00,0.26
520500,40.00,214.26,0.04,2142.40,102.00,0.26
521000,40.00,214.25,0.04,2142.80,102.00,0.26
521500,40.00,214.29,0.04,2143.10,96.00,0.26
522000,40.00,214.31,0.05,2142.80,96.00,0.26
522500,40.00,214.34,0.04,2143.10,96.00,0.26
523000,40.06,214.32,0.04,2142.50,102.00,0.26
523500,40.06,214.31,0.04,2143.30,96.00,0.26
524000,40.13,214.30,0.04,2143.60,102.00,0.26
524500,40.13,214.33,0.04,2143.30,102.00,0.26
525000,40.13,214.36,0.04,2144.20,96.00,0.26
525500,40.19,214.31,0.05,2143.80,96.00,0.26
526000,40.19,214.37,0.04,2143.70,102.00,0.26
526500,40.19,214.41,0.04,2143.50,102.00,0.26
527000,40.19,214.40,0.05,2144.20,96.00,0.26
527500,40.19,214.40,0.04,2144.20,96.00,0.26
528000,40.19,214.42,0.05,2143.90,102.00,0.26
528500,40.19,214.42,0.05,2144.20,102.00,0.26
529000,40.19,214.44,0.05,2144.50,102.00,0.26
529500,40.19,214.45,0.05,2144.50,96.00,0.26
530000,40.25,214.46,0.05,2144.40,102.00,0.26
530500,40.25,214.44,0.04,2144.60,102.00,0.26
531000,40.25,214.45,0.04,2144.80,102.00,0.26
531500,40.31,214.46,0.04,2144.60,96.00,0.26
532000,40.31,214.47,0.04,2144.60,96.00,0.26
532500,40.31,214.47,0.05,2144.60,102.00,0.26
533000,40.31,214.52,0.04,2144.90,96.00,0.26
533500,40.38,214.48,0.05,2144.70,102.00,0.26
534000,40.38,214.48,0.04,2145.00,96.00,0.26
534500,40.38,214.50,0.04,2144.80,96.00,0.26
535000,40.44,214.46,0.04,2144.60,102.00,0.26
535500,40.44,214.50,0.05,2145.00,96.00,0.26
536000,40.44,214.49,0.05,2145.00,102.00,0.26
536500,40.50,214.51,0.04,2145.40,102.00,0.26
537000,40.50,214.52,0.04,2145.30,102.00,0.26
537500,40.56,214.54,0.05,2145.50,96.00,0.26
538000,40.56,214.52,0.05,2145.20,96.00,0.26
538500,40.56,214.54,0.04,2144.90,102.00,0.26
539000,40.56,214.49,0.04,2145.00,96.00,0.26
539500,40.56,214.54,0.04,2145.10,102.00,0.26
540000,40.63,214.54,0.05,2145.30,102.00,0.26
540500,40.63,214.52,0.04,2145.40,102.00,0.26
541000,40.63,214.57,0.04,2145.30,102.00,0.26
541500,40.63,214.56,0.05,2145.50,96.00,0.26
542000,40.63,214.60,0.04,2146.00,96.00,0.26
542500,40.63,214.62,0.04,2146.60,102.00,0.26
543000,40.69,214.67,0.04,2146.50,96.00,0.26
543500,40.69,214.65,0.04,2146.90,96.00,0.26
544000,40.69,214.68,0.04,2146.60,96.00,0.26
544500,40.69,214.68,0.05,2146.80,102.00,0.26
545000,40.75,214.71,0.04,2146.80,96.00,0.26
545500,40.75,214.72,0.04,2147.30,102.00,0.26
546000,40.75,214.73,0.04,2147.40,102.00,0.26
546500,40.81,214.75,0.05,2146.90,102.00,0.26
547000,40.81,214.69,0.04,2147.50,96.00,0.26
547500,40.81,214.76,0.04,2147.70,102.00,0.26
548000,40.88,214.78,0.05,2147.80,96.00,0.26
548500,40.88,214.80,0.05,2148.30,96.00,0.26
549000,40.88,214.80,0.04,2148.10,96.00,0.26
549500,40.88,214.83,0.04,2148.50,102.00,0.26
550000,40.88,214.81,0.04,2148.50,96.00,0.26
550500,40.88,214.85,0.05,2148.90,96.00,0.26
551000,40.88,214.90,0.05,2149.10,102.00,0.26
551500,40.88,214.90,0.04,2149.10,102.00,0.26
552000,40.94,214.91,0.05,2149.10,102.00,0.26
552500,40.94,214.95,0.04,2149.30,102.00,0.26
553000,40.94,215.01,0.05,2149.50,102.00,0.26
553500,41.00,215.00,0.05,2149.70,102.00,0.26
554000,41.00,215.04,0.05,2150.20,102.00,0.26
554500,41.00,215.06,0.05,2150.50,96.00,0.26
555000,41.06,215.11,0.04,2151.20,104.00,0.26
555500,41.00,215.14,0.04,2151.30,96.00,0.26
556000,41.06,215.14,0.05,2151.90,96.00,0.26
556500,41.06,215.21,0.04,2152.00,104.00,0.26
557000,41.06,215.26,0.04,2151.80,104.00,0.26
557500,41.06,215.28,0.05,2152.20,104.00,0.26
558000,41.13,215.29,0.05,2152.40,104.00,0.26
558500,41.13,215.29,0.05,2153.10,104.00,0.26
559000,41.13,215.31,0.04,2152.60,104.00,0.26
559500,41.19,215.36,0.04,2153.70,96.00,0.26
560000,41.19,215.38,0.05,2153.40,96.00,0.26
560500,41.19,215.40,0.04,2154.10,96.00,0.26
561000,41.25,215.41,0.04,2153.90,104.00,0.26
561500,41.25,215.43,0.05,2154.20,104.00,0.26
562000,41.31,215.45,0.04,2154.80,104.00,0.26
562500,41.25,215.49,0.05,2154.50,96.00,0.26
563000,41.31,215.51,0.05,2154.80,96.00,0.26
563500,41.31,215.54,0.05,2155.20,96.00,0.26
564000,41.31,215.56,0.05,2155.00,96.00,0.26
564500,41.31,215.58,0.04,2155.80,96.00,0.26
565000,41.31,215.59,0.04,2155.80,96.00,0.26
565500,41.38,215.57,0.05,2155.90,104.00,0.26
566000,41.38,215.60,0.05,2156.40,96.00,0.26
566500,41.38,215.64,0.05,2156.70,104.00,0.26
567000,41.38,215.65,0.05,2156.90,104.00,0.26
567500,41.38,215.64,0.05,2156.80,104.00,0.26
568000,41.44,215.67,0.04,2156.90,104.00,0.26
568500,41.38,215.72,0.04,2156.90,96.00,0.26
569000,41.38,215.74,0.05,2157.20,104.00,0.26
569500,41.38,215.74,0.05,2157.40,96.00,0.26
570000,41.38,215.78,0.05,2157.60,96.00,0.26
570500,41.38,215.80,0.04,2157.50,104.00,0.26
571000,41.31,215.76,0.05,2157.90,104.00,0.26
571500,41.31,215.81,0.04,2158.00,96.00,0.26
572000,41.38,215.85,0.04,2158.80,104.00,0.26
572500,41.31,215.84,0.04,2158.40,96.00,0.26
573000,41.38,215.86,0.04,2158.60,96.00,0.26
573500,41.38,215.88,0.05,2159.20,104.00,0.26
574000,41.38,215.93,0.05,2159.20,96.00,0.26
574500,41.38,215.93,0.05,2159.40,96.00,0.26
575000,41.38,215.94,0.04,2159.60,104.00,0.26
575500,41.44,216.00,0.05,2159.60,104.00,0.26
576000,41.44,215.99,0.05,2159.80,104.00,0.26
576500,41.50,216.00,0.04,2159.90,96.00,0.26
577000,41.50,216.01,0.05,2160.00,104.00,0.26
577500,41.50,216.00,0.05,2160.00,104.00,0.26
578000,41.50,215.99,0.05,2159.90,104.00,0.26
578500,41.50,216.00,0.05,2160.20,96.00,0.26
579000,41.50,216.00,0.04,2160.00,104.00,0.26
579500,41.50,215.95,0.04,2160.00,96.00,0.26
580000,41.50,216.04,0.04,2160.20,104.00,0.26
580500,41.50,216.05,0.04,2160.60,104.00,0.26
581000,41.50,216.05,0.04,2160.90,104.00,0.26
581500,41.50,216.13,0.04,2161.00,104.00,0.26
582000,41.50,216.10,0.04,2161.10,96.00,0.26
582500,41.44,216.14,0.05,2161.50,104.00,0.26
583000,41.50,216.16,0.05,2161.50,104.00,0.26
583500,41.50,216.16,0.05,2161.50,112.00,0.26
584000,41.50,216.20,0.05,2161.70,96.00,0.26
584500,41.56,216.20,0.05,2161.60,104.00,0.26
585000,41.56,216.20,0.05,2161.80,104.00,0.26
585500,41.63,216.19,0.04,2162.30,96.00,0.26
586000,41.63,216.22,0.04,2162.30,104.00,0.26
586500,41.63,216.23,0.05,2162.20,104.00,0.26
587000,41.69,216.29,0.05,2162.90,96.00,0.26
587500,41.69,216.28,0.05,2163.00,104.00,0.26
588000,41.69,216.31,0.05,2163.20,104.00,0.26
588500,41.63,216.32,0.05,2163.10,104.00,0.26
589000,41.63,216.36,0.04,2163.60,104.00,0.26
589500,41.63,216.38,0.05,2163.70,96.00,0.26
590000,41.63,216.37,0.04,2163.70,96.00,0.26
590500,41.63,216.41,0.04,2163.90,104.00,0.26
591000,41.63,216.39,0.05,2163.80,104.00,0.26
591500,41.69,216.43,0.05,2164.30,96.00,0.26
592000,41.69,216.45,0.04,2164.60,104.00,0.26
592500,41.69,216.45,0.04,2164.60,104.00,0.26
593000,41.75,216.45,0.04,2164.90,104.00,0.26
593500,41.69,216.51,0.05,2165.30,104.00,0.26
594000,41.75,216.50,0.05,2164.90,104.00,0.26
594500,41.75,216.49,0.05,2165.20,104.00,0.26
595000,41.81,216.52,0.05,2165.10,96.00,0.26
595500,41.81,216.50,0.05,2165.20,96.00,0.26
596000,41.81,216.55,0.04,2165.50,104.00,0.26
596500,41.81,216.56,0.04,2165.20,104.00,0.26
597000,41.81,216.60,0.05,2165.80,104.00,0.26
597500,41.88,216.56,0.05,2165.60,96.00,0.26
598000,41.88,216.57,0.04,2166.30,96.00,0.26
598500,41.88,216.62,0.05,2166.60,104.00,0.26
599000,41.94,216.62,0.05,2166.30,104.00,0.26
599500,41.94,216.66,0.04,2166.70,104.00,0.26
600000,42.00,216.67,0.05,2167.10,104.00,0.26
600500,42.00,216.72,0.04,2167.40,96.00,0.26
601000,42.06,216.73,0.04,2167.90,104.00,0.26
601500,42.06,-0.02,3.98,-0.10,0.00,3.98
602000,42.13,-0.02,3.98,-0.30,0.00,3.98
602500,42.13,-0.02,3.98,-0.10,4.00,3.98
603000,42.13,0.00,3.98,-0.10,0.00,3.98
603500,42.13,-0.02,3.98,-0.30,0.00,3.98
604000,42.13,-0.01,3.98,-0.20,0.00,3.98
604500,42.13,-0.02,3.98,-0.20,0.00,3.98
605000,42.13,0.00,3.98,0.00,0.00,3.98
605500,42.19,0.00,3.98,0.00,0.00,3.98
606000,42.19,-0.02,3.98,-0.10,0.00,3.98
606500,42.19,-0.01,3.98,-0.10,0.00,3.98
607000,42.19,-0.05,3.98,-0.20,0.00,3.98
607500,42.19,-0.01,3.98,-0.10,0.00,3.98
608000,42.19,-0.02,3.98,-0.30,0.00,3.98
608500,42.19,-0.02,3.98,-0.50,0.00,3.98
609000,42.25,-0.02,3.98,-0.20,0.00,3.98
609500,42.19,-0.02,3.98,-0.20,0.00,3.98
610000,42.25,-0.03,3.98,-0.40,0.00,3.98
610500,42.25,-0.04,3.98,-0.40,0.00,3.98
611000,42.25,-0.02,3.98,-0.10,0.00,3.98
611500,42.25,-0.01,3.98,-0.30,0.00,3.98
612000,42.25,-0.01,3.98,-0.30,0.00,3.98
612500,42.31,-0.02,3.98,0.10,0.00,3.98
613000,42.25,-0.03,3.98,-0.40,0.00,3.98
613500,42.25,-0.01,3.98,-0.40,4.00,3.98
614000,42.25,-0.01,3.98,-0.10,0.00,3.98
614500,42.25,-0.07,3.98,-0.20,0.00,3.98
615000,42.25,-0.02,3.98,-0.20,0.00,3.98
615500,42.25,-0.01,3.98,-0.20,0.00,3.98
616000,42.25,-0.03,3.98,0.00,0.00,3.98
616500,42.25,0.00,3.98,-0.10,0.00,3.98
617000,42.31,-0.05,3.98,-0.20,0.00,3.98
617500,42.31,-0.01,3.98,-0.10,4.00,3.98
618000,42.31,-0.01,3.98,-0.40,0.00,3.98
618500,42.38,-0.02,3.98,-0.10,0.00,3.98
619000,42.38,-0.04,3.98,-0.30,0.00,3.98
619500,42.38,-0.01,3.98,-0.10,0.00,3.98
620000,42.38,-0.01,3.98,-0.30,0.00,3.98
620500,42.44,0.00,3.98,-0.30,0.00,3.98
621000,42.44,-0.01,3.98,-0.30,0.00,3.98
621500,42.44,-0.05,3.98,0.00,0.00,3.98
622000,42.44,0.00,3.98,-0.10,0.00,3.98
622500,42.44,-0.03,3.98,-0.20,0.00,3.98
623000,42.44,-0.02,3.98,-0.20,0.00,3.98
623500,42.50,-0.01,3.98,-0.30,0.00,3.98
624000,42.44,-0.02,3.98,0.00,0.00,3.98
624500,42.44,0.00,3.98,-0.40,0.00,3.98
625000,42.44,-0.01,3.98,-0.30,0.00,3.98
625500,42.50,-0.02,3.98,-0.10,0.00,3.98
626000,42.50,-0.02,3.98,-0.30,0.00,3.98
626500,42.44,-0.01,3.98,-0.20,0.00,3.98
627000,42.44,0.00,3.98,-0.10,0.00,3.98
627500,42.44,-0.02,3.98,-0.20,0.00,3.98
628000,42.44,-0.02,3.98,-0.10,0.00,3.98
628500,42.50,-0.01,3.98,0.00,0.00,3.98
629000,42.44,-0.03,3.98,-0.20,0.00,3.98
629500,42.38,0.01,3.98,-0.10,0.00,3.98
630000,42.38,-0.01,3.98,-0.40,0.00,3.98
630500,42.38,-0.01,3.98,0.00,0.00,3.98
631000,42.44,-0.02,3.98,-0.30,0.00,3.98
631500,42.44,-0.01,3.98,0.00,0.00,3.98
632000,42.44,0.00,3.98,-0.20,0.00,3.98
632500,42.44,-0.02,3.98,-0.10,0.00,3.98
633000,42.44,-0.03,3.98,-0.20,0.00,3.98
633500,42.50,-0.03,3.98,-0.30,0.00,3.98
634000,42.44,-0.02,3.98,-0.20,0.00,3.98
634500,42.44,0.00,3.98,-0.30,0.00,3.98
635000,42.38,-0.02,3.98,-0.20,0.00,3.98
635500,42.38,-0.02,3.98,-0.30,0.00,3.98
636000,42.38,-0.04,3.98,-0.30,0.00,3.98
636500,42.38,-0.02,3.98,-0.20,0.00,3.98
637000,42.38,-0.02,3.98,-0.20,0.00,3.98
637500,42.38,-0.05,3.98,-0.20,0.00,3.98
638000,42.38,-0.02,3.98,-0.20,0.00,3.98
638500,42.38,-0.02,3.98,-0.10,0.00,3.98
639000,42.38,-0.03,3.98,-0.10,0.00,3.98
639500,42.38,-0.04,3.98,0.00,0.00,3.98
640000,42.38,-0.01,3.98,-0.30,0.00,3.98
640500,42.38,0.00,3.98,-0.30,0.00,3.98
641000,42.44,-0.02,3.98,-0.40,0.00,3.98
641500,42.44,-0.03,3.98,-0.10,0.00,3.98
642000,42.44,-0.03,3.98,-0.40,0.00,3.98
642500,42.38,-0.03,3.98,-0.20,0.00,3.98
643000,42.38,-0.01,3.98,-0.30,0.00,3.98
643500,42.44,-0.01,3.98,-0.20,0.00,3.98
644000,42.44,-0.03,3.98,0.00,0.00,3.98
644500,42.44,-0.01,3.98,-0.30,0.00,3.98
645000,42.44,0.00,3.98,-0.20,0.00,3.98
645500,42.44,-0.04,3.98,-0.10,0.00,3.98
646000,42.44,-0.03,3.98,-0.30,0.00,3.98
646500,42.38,-0.02,3.98,-0.20,0.00,3.98
647000,42.31,-0.01,3.98,-0.40,0.00,3.98
647500,42.31,-0.04,3.98,-0.30,0.00,3.98
648000,42.31,-0.03,3.98,0.10,0.00,3.98
648500,42.38,-0.03,3.98,-0.20,0.00,3.98
649000,42.38,-0.02,3.98,-0.10,0.00,3.98
649500,42.31,-0.02,3.98,-0.10,0.00,3.98
650000,42.31,0.01,3.98,-0.10,0.00,3.98
650500,42.31,-0.04,3.98,-0.50,4.00,3.98
651000,42.38,-0.05,3.98,-0.10,0.00,3.98
651500,42.31,-0.01,3.98,-0.30,0.00,3.98
652000,42.31,-0.01,3.98,-0.40,0.00,3.98
652500,42.31,-0.03,3.98,-0.20,0.00,3.98
653000,42.31,-0.01,3.98,-0.20,0.00,3.98
653500,42.38,-0.03,3.98,-0.30,0.00,3.98
654000,42.38,-0.02,3.98,-0.30,0.00,3.98
654500,42.38,0.00,3.98,-0.10,0.00,3.98
655000,42.38,0.00,3.98,0.00,0.00,3.98
655500,42.38,-0.03,3.98,-0.20,0.00,3.98
656000,42.38,0.00,3.98,-0.20,0.00,3.98
656500,42.38,-0.03,3.98,-0.30,0.00,3.98
657000,42.38,-0.03,3.98,-0.20,0.00,3.98
657500,42.38,-0.03,3.98,-0.30,0.00,3.98
658000,42.38,0.00,3.98,-0.10,0.00,3.98
658500,42.44,-0.02,3.98,-0.20,0.00,3.98
659000,42.44,-0.02,3.98,-0.20,0.00,3.98
659500,42.38,-0.02,3.98,-0.20,0.00,3.98
660000,42.38,-0.02,3.98,0.10,0.00,3.98
660500,42.38,-0.04,3.98,-0.30,0.00,3.98
661000,42.44,-0.01,3.98,-0.10,0.00,3.98
661500,42.38,-0.01,3.98,-0.20,0.00,3.98
662000,42.38,-0.02,3.98,-0.20,0.00,3.98
662500,42.38,-0.03,3.98,-0.20,0.00,3.98
663000,42.38,-0.02,3.98,-0.10,0.00,3.98
663500,42.44,-0.01,3.98,-0.20,0.00,3.98
664000,42.44,-0.02,3.98,-0.20,0.00,3.98
664500,42.44,-0.01,3.98,0.00,0.00,3.98
665000,42.44,-0.04,3.98,-0.50,0.00,3.98
665500,42.44,-0.02,3.98,-0.40,0.00,3.98
666000,42.50,-0.02,3.98,-0.30,0.00,3.98
666500,42.44,-0.01,3.98,-0.10,0.00,3.98
667000,42.44,-0.02,3.98,-0.10,0.00,3.98
667500,42.44,-0.02,3.98,-0.20,0.00,3.98
668000,42.44,0.00,3.98,-0.10,0.00,3.98
668500,42.44,-0.02,3.98,-0.30,0.00,3.98
669000,42.44,-0.03,3.98,-0.10,0.00,3.98
669500,42.44,-0.04,3.98,-0.10,0.00,3.98
670000,42.44,-0.02,3.98,-0.40,0.00,3.98
670500,42.44,0.00,3.98,0.00,0.00,3.98
671000,42.44,-0.01,3.98,-0.10,0.00,3.98
671500,42.44,-0.02,3.98,-0.20,0.00,3.98
672000,42.44,-0.02,3.98,-0.30,0.00,3.98
672500,42.44,-0.04,3.98,-0.10,0.00,3.98
673000,42.38,-0.02,3.98,-0.10,0.00,3.98
673500,42.38,-0.01,3.98,-0.50,0.00,3.98
674000,42.38,-0.02,3.98,0.00,0.00,3.98
674500,42.38,-0.02,3.98,-0.20,0.00,3.98
675000,42.38,-0.02,3.98,-0.30,0.00,3.98
675500,42.38,-0.03,3.98,-0.30,0.00,3.98
676000,42.44,0.00,3.98,-0.20,0.00,3.98
676500,42.38,0.01,3.98,-0.10,0.00,3.98
677000,42.38,-0.03,3.98,-0.30,0.00,3.98
677500,42.38,-0.03,3.98,-0.40,0.00,3.98
678000,42.38,0.01,3.98,-0.20,0.00,3.98
678500,42.38,0.00,3.98,0.00,0.00,3.98
679000,42.38,-0.04,3.98,-0.30,0.00,3.98
679500,42.31,-0.01,3.98,-0.30,0.00,3.98
680000,42.31,0.00,3.98,-0.20,0.00,3.98
680500,42.31,-0.01,3.98,-0.20,0.00,3.98
681000,42.38,-0.01,3.98,-0.30,0.00,3.98
681500,42.31,-0.01,3.98,-0.20,0.00,3.98
682000,42.31,-0.02,3.98,-0.10,0.00,3.98
682500,42.31,-0.02,3.98,-0.10,0.00,3.98
683000,42.25,-0.01,3.98,-0.30,0.00,3.98
683500,42.25,-0.04,3.98,-0.10,0.00,3.98
684000,42.19,-0.02,3.98,-0.30,0.00,3.98
684500,42.19,-0.02,3.98,-0.30,0.00,3.98
685000,42.19,-0.02,3.98,-0.30,0.00,3.98
685500,42.13,0.02,3.98,-0.20,0.00,3.98
686000,42.13,-0.03,3.98,-0.30,0.00,3.98
686500,42.06,-0.01,3.98,-0.30,0.00,3.98
687000,42.13,-0.02,3.98,-0.20,0.00,3.98
687500,42.13,-0.04,3.98,-0.20,0.00,3.98
688000,42.13,0.00,3.98,0.00,0.00,3.98
688500,42.19,-0.02,3.98,-0.30,0.00,3.98
689000,42.13,-0.01,3.98,-0.10,0.00,3.98
689500,42.13,-0.02,3.98,-0.20,0.00,3.98
690000,42.13,-0.01,3.98,-0.10,0.00,3.98
690500,42.13,0.02,3.98,-0.10,0.00,3.98
691000,42.13,-0.03,3.98,-0.30,0.00,3.98
691500,42.06,-0.02,3.98,-0.30,0.00,3.98
692000,42.00,-0.02,3.98,-0.20,0.00,3.98
692500,41.94,-0.01,3.98,-0.20,0.00,3.98
693000,41.94,-0.02,3.98,-0.40,0.00,3.98
693500,41.88,0.00,3.98,-0.50,4.00,3.98
694000,41.88,-0.01,3.98,-0.10,0.00,3.98
694500,41.88,-0.02,3.98,0.10,0.00,3.98
695000,41.81,-0.02,3.98,-0.30,0.00,3.98
695500,41.81,-0.03,3.98,-0.30,0.00,3.98
696000,41.75,-0.04,3.98,0.10,0.00,3.98
696500,41.81,-0.02,3.98,-0.30,0.00,3.98
697000,41.75,-0.03,3.98,-0.10,0.00,3.98
697500,41.75,-0.03,3.98,-0.30,0.00,3.98
698000,41.75,-0.05,3.98,-0.20,0.00,3.98
698500,41.69,-0.03,3.98,-0.40,0.00,3.98
699000,41.69,-0.02,3.98,-0.20,0.00,3.98
699500,41.69,-0.02,3.98,-0.20,0.00,3.98
700000,41.69,-0.02,3.98,-0.20,0.00,3.98
700500,41.69,0.00,3.98,-0.10,4.00,3.98
701000,41.69,-0.03,3.98,-0.20,0.00,3.98
701500,41.69,-0.01,3.98,-0.10,0.00,3.98
702000,41.69,0.00,3.98,-0.20,0.00,3.98
702500,41.69,-0.01,3.98,-0.30,0.00,3.98
703000,41.69,-0.02,3.98,-0.10,0.00,3.98
703500,41.69,0.00,3.98,-0.20,0.00,3.98
704000,41.69,-0.04,3.98,0.00,0.00,3.98
704500,41.69,-0.03,3.98,-0.20,0.00,3.98
705000,41.69,-0.02,3.98,-0.30,0.00,3.98
705500,41.69,-0.02,3.98,-0.30,0.00,3.98
706000,41.69,0.00,3.98,-0.20,0.00,3.98
706500,41.69,0.00,3.98,-0.30,0.00,3.98
707000,41.69,-0.03,3.98,-0.40,0.00,3.98
707500,41.69,-0.02,3.98,-0.30,0.00,3.98
708000,41.69,-0.02,3.98,-0.10,0.00,3.98
708500,41.69,-0.01,3.98,-0.20,0.00,3.98
709000,41.69,-0.03,3.98,-0.30,0.00,3.98
709500,41.69,-0.04,3.98,-0.30,0.00,3.98
710000,41.69,-0.04,3.98,-0.20,0.00,3.98
710500,41.69,-0.01,3.98,-0.30,0.00,3.98
711000,41.69,0.01,3.98,-0.20,0.00,3.98
711500,41.69,-0.02,3.98,-0.30,0.00,3.98
712000,41.63,-0.02,3.98,-0.30,0.00,3.98
712500,41.63,0.00,3.98,-0.40,0.00,3.98
713000,41.56,-0.01,3.98,-0.10,0.00,3.98
713500,41.50,-0.03,3.98,-0.10,0.00,3.98
714000,41.56,-0.05,3.98,-0.10,0.00,3.98
714500,41.50,-0.03,3.98,-0.10,0.00,3.98
715000,41.50,-0.03,3.98,-0.10,0.00,3.98
715500,41.50,-0.04,3.98,-0.30,0.00,3.98
716000,41.44,-0.02,3.98,-0.10,0.00,3.98
716500,41.50,-0.04,3.98,-0.20,0.00,3.98
717000,41.44,-0.01,3.98,-0.30,0.00,3.98
717500,41.44,-0.01,3.98,-0.10,0.00,3.98
718000,41.38,-0.04,3.98,-0.30,0.00,3.98
718500,41.31,-0.02,3.98,-0.20,0.00,3.98
719000,41.31,-0.04,3.98,-0.30,0.00,3.98
719500,41.31,-0.02,3.98,0.00,0.00,3.98
720000,41.31,-0.01,3.98,-0.30,0.00,3.98
720500,41.38,0.01,3.98,-0.30,0.00,3.98
721000,41.31,-0.02,3.98,-0.30,0.00,3.98
721500,41.31,-0.03,3.98,-0.20,0.00,3.98
722000,41.31,-0.03,3.98,-0.20,0.00,3.98
722500,41.31,-0.03,3.98,0.00,0.00,3.98
723000,41.25,-0.01,3.98,-0.20,0.00,3.98
723500,41.25,-0.03,3.98,-0.30,0.00,3.98
724000,41.19,-0.03,3.98,-0.10,0.00,3.98
724500,41.19,-0.02,3.98,-0.30,0.00,3.98
725000,41.13,-0.01,3.98,-0.20,0.00,3.98
725500,41.13,-0.03,3.98,-0.30,0.00,3.98
726000,41.06,-0.02,3.98,-0.30,0.00,3.98
726500,41.06,-0.02,3.98,-0.10,0.00,3.98
727000,41.06,-0.01,3.98,-0.10,0.00,3.98
727500,41.06,-0.01,3.98,-0.30,0.00,3.98
728000,41.06,-0.03,3.98,0.10,0.00,3.98
728500,41.06,-0.01,3.98,-0.20,0.00,3.98
729000,41.06,-0.02,3.98,-0.30,4.00,3.98
729500,41.13,-0.02,3.98,-0.20,0.00,3.98
730000,41.13,-0.01,3.98,-0.10,0.00,3.98
730500,41.06,-0.01,3.98,0.00,0.00,3.98
731000,41.06,-0.04,3.98,-0.20,0.00,3.98
731500,41.06,-0.01,3.98,-0.30,0.00,3.98
732000,41.06,-0.01,3.98,-0.40,0.00,3.98
732500,41.06,-0.02,3.98,-0.40,0.00,3.98
733000,41.06,-0.02,3.98,0.00,0.00,3.98
733500,41.06,-0.02,3.98,-0.30,0.00,3.98
734000,41.00,-0.03,3.98,0.00,0.00,3.98
734500,41.00,-0.04,3.98,0.10,0.00,3.98
735000,41.00,-0.03,3.98,-0.20,0.00,3.98
735500,41.06,-0.02,3.98,-0.20,0.00,3.98
736000,41.06,-0.01,3.98,-0.50,4.00,3.98
736500,41.06,-0.02,3.98,0.10,0.00,3.98
737000,41.06,-0.02,3.98,-0.10,0.00,3.98
737500,41.06,-0.04,3.98,-0.30,0.00,3.98
738000,41.06,-0.01,3.98,-0.20,0.00,3.98
738500,41.06,-0.01,3.98,-0.50,4.00,3.98
739000,41.00,-0.05,3.98,-0.30,0.00,3.98
739500,41.00,-0.02,3.98,0.00,0.00,3.98
740000,41.00,-0.01,3.98,0.00,0.00,3.98
740500,41.00,-0.03,3.98,0.10,0.00,3.98
741000,41.06,-0.03,3.98,0.00,0.00,3.98
741500,41.06,0.00,3.98,-0.40,0.00,3.98
742000,41.00,-0.02,3.98,-0.20,0.00,3.98
742500,41.00,-0.01,3.98,-0.30,0.00,3.98
743000,41.00,-0.02,3.98,0.00,0.00,3.98
743500,41.00,-0.03,3.98,-0.10,0.00,3.98
744000,41.00,-0.02,3.98,-0.30,0.00,3.98
744500,41.00,-0.01,3.98,-0.10,0.00,3.98
745000,41.00,-0.01,3.98,-0.10,0.00,3.98
745500,41.00,-0.04,3.98,-0.10,0.00,3.98
746000,41.00,-0.01,3.98,-0.10,0.00,3.98
746500,41.00,-0.01,3.98,-0.10,0.00,3.98
747000,41.00,-0.02,3.98,0.00,0.00,3.98
747500,41.00,0.00,3.98,0.00,0.00,3.98
748000,41.00,-0.02,3.98,-0.10,0.00,3.98
748500,41.00,-0.02,3.98,-0.30,0.00,3.98
749000,41.00,-0.01,3.98,-0.30,0.00,3.98
749500,41.00,-0.02,3.98,-0.20,0.00,3.98
750000,41.06,-0.01,3.98,-0.10,0.00,3.98
750500,41.00,-0.02,3.98,-0.10,0.00,3.98
751000,41.06,0.00,3.98,-0.20,0.00,3.98
751500,41.00,-0.01,3.98,-0.40,0.00,3.98
752000,41.00,0.00,3.98,-0.20,0.00,3.98
752500,41.00,-0.02,3.98,0.00,4.00,3.98
753000,41.00,-0.01,3.98,-0.30,0.00,3.98
753500,40.94,-0.04,3.98,-0.20,0.00,3.98
754000,40.94,-0.03,3.98,-0.10,0.00,3.98
754500,40.94,-0.04,3.98,-0.30,0.00,3.98
755000,40.94,-0.03,3.98,-0.30,0.00,3.98
755500,40.94,-0.05,3.98,-0.30,0.00,3.98
