Time (ms),Sensor 0 (raw),Sensor 1 (raw),Sensor 2 (raw)
3092,307,298,288
3096,307,302,295
3100,300,298,295
3104,284,286,286
3108,267,271,274
3112,250,255,259
3116,240,243,246
3120,232,233,235
3124,233,231,230
3128,242,237,233
3132,257,249,241
3136,275,264,254
3140,291,280,269
3144,302,293,282
3148,306,300,291
3152,301,298,293
3156,290,290,288
3160,278,280,280
3164,261,265,268
3168,246,250,254
3172,237,238,241
3176,234,233,234
3180,240,236,233
3184,252,245,239
3188,268,258,249
3192,284,273,263
3196,296,287,277
3200,302,295,286
3204,302,297,291
3208,296,294,290
3212,284,285,284
3216,268,271,273
3220,253,256,259
3224,241,244,247
3228,237,237,239
3232,239,237,235
3236,248,242,237
3240,262,254,246
3244,274,266,257
3248,288,279,269
3252,297,289,280
3256,300,294,286
3260,297,294,289
3264,287,288,286
3268,273,275,276
3272,259,261,264
3276,247,249,252
3280,240,241,243
3284,239,237,237
3288,244,239,236
3292,254,247,241
3296,268,259,251
3300,281,272,263
3304,292,283,274
3308,298,291,283
3312,297,293,288
3316,290,289,286
3320,278,279,279
3324,265,267,268
3328,256,257,259
3332,245,247,249
3336,241,240,241
3340,243,240,238
3344,251,246,241
3348,263,256,249
3352,276,267,258
3356,287,278,269
3360,294,287,279
3364,296,291,285
3368,291,288,284
3372,285,283,281
3376,273,274,274
3380,261,263,265
3384,251,252,254
3388,245,245,246
3392,245,242,241
3396,249,246,242
3400,259,253,247
3404,270,262,254
3408,281,273,265
3412,289,283,274
3416,293,288,280
3420,292,288,283
3424,287,285,282
3428,277,278,277
3432,267,268,269
3436,256,257,258
3440,249,249,250
3444,246,245,245
3448,249,246,243
3452,256,250,245
3456,263,257,250
3460,273,266,259
3464,283,276,268
3468,289,283,275
3472,291,286,280
3476,288,285,281
3480,281,281,278
3484,271,272,272
3488,261,262,263
3492,253,254,255
3496,248,248,248
3500,248,246,245
3504,252,247,244
3508,259,253,248
3512,269,262,256
3516,279,272,264
3520,286,279,271
3524,290,284,277
3528,289,285,280
3532,283,282,279
3536,275,274,273
3540,265,266,266
3544,259,259,259
3548,252,252,252
3552,249,248,247
3556,251,248,245
3560,257,252,248
3564,266,260,254
3568,275,268,260
3572,283,275,268
3576,288,282,275
3580,288,284,279
3584,286,283,279
3588,280,278,276
3592,272,272,271
3596,263,264,264
3600,256,256,256
3604,251,250,250
3608,251,249,247
3612,255,251,248
3616,262,256,251
3620,270,263,256
3624,278,272,264
3628,283,278,271
3632,287,282,276
3636,287,282,278
3640,282,280,277
3644,275,274,273
3648,267,267,266
3652,259,259,259
3656,253,253,253
3660,252,250,249
3664,254,251,248
3668,260,254,250
3672,265,259,253
3676,273,267,260
3680,281,275,268
3684,285,279,272
3688,286,281,276
3692,283,280,276
3696,277,276,274
3700,270,269,268
3704,262,262,262
3708,256,256,256
3712,254,253,252
3716,254,251,249
3720,257,252,249
3724,263,258,252
3728,270,265,258
3732,277,271,264
3736,282,276,270
3740,283,279,273
3744,282,280,275
3748,278,276,273
3752,272,271,269
3756,267,266,264
3760,261,261,260
3764,257,256,256
3768,255,253,251
3772,256,253,250
3776,262,257,253
3780,268,262,257
3784,274,268,262
3788,279,273,267
3792,282,277,272
3796,282,278,274
3800,280,277,273
3804,276,274,271
3808,270,269,267
3812,264,264,263
3816,260,258,258
3820,257,255,253
3824,258,255,252
3828,260,257,253
3832,265,260,256
3836,270,264,259
3840,274,269,263
3844,279,274,268
3848,280,276,271
3852,280,276,272
3856,277,275,271
3860,273,272,270
3864,268,267,266
3868,263,262,260
3872,259,258,256
3876,258,256,254
3880,259,256,253
3884,261,257,253
3888,266,260,256
3892,271,266,260
3896,276,271,265
3900,280,274,269
3904,281,276,271
