Times (us),interval (us),strain (raw),sensorValue0 (raw)
13542072,12504,4807759,289
13554572,12500,4786048,289
13567072,12500,4760434,290
13579572,12500,4731488,289
13592072,12500,4698194,289
13604572,12500,4612087,289
13617072,12500,4555266,290
13629572,12500,4488458,289
13642076,12504,4412955,289
13654580,12504,4330358,289
13667084,12504,4241816,290
13679584,12500,4148213,289
13692084,12500,4049535,289
13704584,12500,3944563,290
13717084,12500,3714415,290
13729584,12500,3591159,290
13742088,12504,3466385,289
13754588,12500,3342991,290
13767088,12500,3221082,290
13779588,12500,3100406,290
13792088,12500,2981528,289
13804588,12500,2867413,290
13817088,12500,2666425,290
13829588,12500,2582078,290
13842088,12500,2508603,289
13854588,12500,2444840,290
13867088,12500,2378286,290
13879592,12504,2297345,290
13892092,12500,2233769,290
13904592,12500,2230600,290
13917092,12500,2282503,290
13929592,12500,2299448,290
13942092,12500,2246098,290
13954592,12500,2229373,290
13967092,12500,2270224,290
13979596,12504,2313689,289
13992096,12500,2305715,289
14004596,12500,2257812,290
14017096,12500,2230803,290
14029596,12500,2305449,290
14042096,12500,2309713,289
14054596,12500,2269708,290
14067100,12504,2235426,290
14079600,12500,2252341,290
14092104,12504,2296064,290
14104604,12500,2309725,290
14117104,12500,2278179,290
14129604,12500,2241397,290
14142104,12500,2288098,290
14154604,12500,2307916,290
14167104,12500,2284452,290
14179604,12500,2247372,290
14192104,12500,2245884,290
14204604,12500,2281115,290
14217104,12500,2305310,290
14229608,12504,2289115,290
14242112,12504,2246479,290
14254612,12500,2274499,290
14267112,12500,2300896,290
14279612,12500,2292801,290
14292112,12500,2261726,289
14304612,12500,2246252,290
14317112,12500,2266003,290
14329612,12500,2294763,290
14342116,12504,2297078,289
14354616,12500,2250237,290
14367116,12500,2259827,290
14379616,12500,2286454,290
14392116,12500,2296466,289
14404620,12504,2279238,290
14417120,12500,2256149,290
14429620,12500,2255954,290
14442120,12500,2278068,289
14454620,12500,2285221,290
14467120,12500,2262718,290
14479620,12500,2254560,290
14492124,12504,2270774,289
14504624,12500,2290362,290
14517124,12500,2289322,290
14529628,12504,2269701,290
14542128,12500,2255986,289
14554632,12504,2264871,290
14567132,12500,2291059,290
14579632,12500,2276062,290
14592132,12500,2259115,289
14604636,12504,2261319,289
14617140,12504,2279390,290
14629640,12500,2290508,290
14642144,12504,2281227,289
14654644,12500,2263341,289
14667148,12504,2274293,290
14679648,12500,2288558,290
14692152,12504,2284570,289
14704652,12500,2267854,289
14717152,12500,2259592,290
14729656,12504,2269628,290
14742160,12504,2284947,289
14754660,12500,2286419,289
14767160,12500,2272569,290
14779660,12500,2266123,290
14792160,12500,2280893,289
14804660,12500,2286937,289
14817164,12504,2277127,290
14829668,12504,2263917,290
14842168,12500,2263747,289
14854668,12500,2276447,289
14867168,12500,2285649,290
14879668,12500,2267353,290
14892168,12500,2263278,289
14904668,12500,2272829,289
14917168,12500,2283649,290
14929668,12500,2282446,290
14942168,12500,2271072,289
14954672,12504,2263802,289
14967172,12500,2269788,290
14979676,12504,2281154,289
14992176,12500,2274312,289
15004680,12504,2265139,289
15017180,12500,2267563,290
15029680,12500,2278083,290
15042184,12504,2283453,289
15054688,12504,2277115,289
15067188,12500,2267113,290
15079692,12504,2266152,290
15092192,12500,2282379,289
15104696,12504,2279012,289
15117196,12500,2269682,290
15129696,12500,2266094,290
15142196,12500,2272647,289
15154696,12500,2280741,289
15167196,12500,2280290,290
15179696,12500,2272101,290
15192196,12500,2270455,289
15204696,12500,2278852,289
15217196,12500,2281036,290
15229696,12500,2274515,290
15242196,12500,2267640,289
15254696,12500,2269267,289
15267200,12504,2276819,290
15279704,12504,2280845,290
15292208,12504,2276413,289
15304712,12504,2268368,289
15317216,12504,2274798,290
15329716,12500,2280326,290
15342216,12500,2277858,289
15354716,12500,2270907,289
15367216,12500,2268155,290
15379716,12500,2272805,290
15392220,12504,2278780,289
15404720,12500,2272962,289
15417224,12504,2268741,290
15429724,12500,2271435,290
15442224,12500,2277491,289
15454728,12504,2279303,289
15467232,12504,2274713,290
15479732,12500,2269822,290
15492232,12500,2270647,289
15504732,12500,2275802,289
15517236,12504,2275855,289
15529740,12504,2270534,290
15542244,12504,2269615,289
15554744,12500,2274241,289
15567244,12500,2278326,290
15579748,12504,2276747,290
15592248,12500,2271650,289
15604752,12504,2269523,289
15617252,12500,2277650,290
15629756,12504,2277684,290
15642260,12504,2273198,289
15654760,12500,2270109,289
15667264,12504,2272249,290
15679764,12500,2276819,290
