"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.738955242E1,-1.345546648E-1,3.038096893E0,1.747241592E-1,3.046090318E0
1.739950442E1,2.158815408E-1,2.591288926E0,4.072715802E-1,2.631967568E0
1.740945642E1,3.923730209E-1,1.569568682E0,4.117068395E-1,1.669432526E0
1.741940842E1,1.776816809E-1,2.812458104E-1,4.051664364E-1,5.242421452E-1
1.742936142E1,-6.516254067E-2,-9.880285871E-1,1.136979682E0,1.507703367E0
1.743931342E1,-2.989473787E-1,-1.857079200E0,1.903705482E0,2.676230044E0
1.744926542E1,-4.452315581E-1,-2.335807702E0,3.056948317E0,3.872875130E0
1.745921742E1,-4.730388692E-1,-2.520211342E0,3.841661614E0,4.618830473E0
1.746916942E1,-3.611757866E-1,-2.351795159E0,3.875355902E0,4.547501708E0
1.747912142E1,-2.925552025E-1,-1.863177261E0,3.414513448E0,3.900758918E0
1.748907442E1,-3.867798668E-1,-1.376538645E0,2.951932031E0,3.279993906E0
1.749902642E1,-5.367518851E-1,-1.066628029E0,2.763511354E0,3.010447299E0
1.750897842E1,-5.027631900E-1,-8.078483909E-1,2.853007375E0,3.007497453E0
1.751893042E1,-7.147215414E-1,-5.341039735E-1,2.867846147E0,3.003437274E0
1.752888242E1,-7.071391645E-1,-3.816518587E-1,2.922866107E0,3.031311633E0
1.753883542E1,-7.974871248E-1,-1.480918461E-1,2.306077242E0,2.444567273E0
1.754878742E1,-8.773434260E-1,4.764603674E-2,1.358424263E0,1.617812755E0
1.755873942E1,-7.904435688E-1,1.451132745E-1,1.082472814E0,1.348186297E0
1.756869142E1,-7.483558953E-1,1.426287925E-1,3.327410692E-1,8.313219218E-1
1.757864342E1,-4.514003706E-1,1.792522430E-1,-3.142410636E-2,4.867043617E-1
1.758859542E1,5.048369050E-2,3.728839588E-1,8.168764919E-2,3.850505444E-1
1.759854842E1,6.885005799E-1,4.179326624E-1,5.425666487E-1,9.711227147E-1
1.760850042E1,9.990997052E-1,3.998133105E-1,1.137501546E0,1.565873772E0
1.761845242E1,1.015607857E0,3.935228759E-1,1.196529772E0,1.618024434E0
1.762840442E1,9.616091126E-1,2.648104566E-1,1.200207379E0,1.560549395E0
1.763835642E1,7.621991783E-1,1.705311209E-1,1.238393497E0,1.464119840E0
1.764831083E1,4.273691913E-1,6.645945311E-2,1.352498695E0,1.419969720E0
1.765826283E1,4.552729815E-2,6.655885577E-3,1.481619250E0,1.482333511E0
1.766821483E1,-3.403433266E-1,2.847009301E-3,1.587979518E0,1.624044530E0
1.767816683E1,-6.447122437E-1,5.433992922E-2,1.738387446E0,1.854884799E0
1.768811883E1,-7.504363346E-1,2.599490815E-1,2.161912970E0,2.303170838E0
1.769807083E1,-5.586304119E-1,6.101166075E-1,2.223645827E0,2.372532608E0
1.770802383E1,-2.413017261E-1,9.563863796E-1,1.967931883E0,2.201285381E0
1.771797583E1,6.240148544E-3,1.309136621E0,1.447969693E0,1.952048633E0
1.772792783E1,2.508148536E-1,1.670066532E0,7.898266876E-1,1.864364907E0
1.773787983E1,4.650319844E-1,2.048554462E0,3.330764070E-1,2.126915613E0
1.774783183E1,5.057590109E-1,2.414451583E0,-6.216233432E-2,2.467637084E0
1.775778483E1,3.838466111E-1,2.539214208E0,-2.368005395E-1,2.578957447E0
1.776773683E1,3.386903188E-1,2.487160540E0,3.166194186E-1,2.530005245E0
1.777768883E1,2.707971284E-1,1.923356220E0,7.318989068E-1,2.075645982E0
1.778764083E1,9.348469913E-2,1.239112705E0,7.590981075E-1,1.456148901E0
1.779759283E1,-1.218811172E-1,4.471664017E-1,7.643734655E-1,8.939125194E-1
1.780754583E1,-4.254036498E-1,-1.871079773E-1,1.201576212E0,1.288317916E0
1.781749783E1,-6.430349699E-1,-5.088802546E-1,1.586440823E0,1.785846458E0
1.782744983E1,-9.136555123E-1,-5.966200644E-1,1.628283206E0,1.960109205E0
1.783740183E1,-9.944599396E-1,-5.254120874E-1,1.208064282E0,1.650584061E0
1.784735383E1,-1.034540264E0,-4.147500229E-1,6.155638736E-1,1.273267459E0
1.785730583E1,-1.114594201E0,-3.454482383E-1,1.305633554E-1,1.174181208E0
1.786725883E1,-1.105714035E0,-2.291313314E-1,1.579479128E-2,1.129315797E0
1.787721083E1,-1.110102662E0,-1.071256685E-1,5.828650743E-2,1.116781602E0
1.788716283E1,-1.137121184E0,4.961596370E-2,2.498991796E-1,1.165313662E0
1.789711483E1,-1.275786734E0,2.207318062E-1,1.767508042E-1,1.306749849E0
1.790706683E1,-1.519187903E0,3.322879100E-1,8.867887259E-2,1.557629957E0
1.791701983E1,-1.786391625E0,3.524204582E-1,8.114765882E-3,1.820840758E0
1.792697183E1,-1.887937003E0,3.360377294E-1,1.991950491E-1,1.927927942E0
1.793692383E1,-1.575214169E0,4.882933778E-1,5.260368624E-1,1.731024229E0
1.794687583E1,-9.711529380E-1,8.169957751E-1,5.780899456E-1,1.394563771E0
1.795682783E1,-3.854162961E-1,1.175129548E0,2.822389600E-1,1.268516459E0
1.796677983E1,8.056206018E-2,1.402660496E0,-1.922944576E-2,1.405103727E0
1.797673283E1,4.546435288E-1,1.511361405E0,-8.859584212E-2,1.580747689E0
1.798668483E1,7.212470341E-1,1.642178822E0,-1.827257815E-1,1.802869179E0
1.799663683E1,9.232168794E-1,1.575721123E0,-3.593815684E-2,1.826613811E0
1.800658883E1,9.599093270E-1,1.360374017E0,5.458273485E-1,1.752133236E0
1.801654083E1,6.548402059E-1,8.897971183E-1,1.059126344E0,1.530458500E0
1.802649383E1,2.149635279E-1,3.999314243E-1,1.327613238E0,1.403107755E0
1.803644583E1,-2.688964909E-1,2.447118223E-2,1.519709474E0,1.543509329E0
1.804639783E1,-5.408276868E-1,-2.928086793E-1,1.574089749E0,1.689967470E0
1.805634983E1,-6.761378118E-1,-5.034207094E-1,1.745926261E0,1.938776228E0
1.806630183E1,-6.992331442E-1,-4.471623087E-1,1.645054775E0,1.842576004E0
1.807625383E1,-7.661033642E-1,-9.423138857E-2,1.679269465E0,1.848172030E0
1.808620683E1,-8.246959734E-1,5.078739488E-1,1.723601300E0,1.977083922E0
1.809615883E1,-9.479766217E-1,1.232943892E0,1.579918254E0,2.216969104E0
1.810611083E1,-1.145827981E0,1.768219063E0,1.053063951E0,2.355517799E0
1.811606283E1,-1.234454228E0,2.018485156E0,9.044040477E-1,2.533003404E0
1.812601483E1,-1.145214023E0,1.853359201E0,8.835370892E-1,2.350977089E0
1.813596783E1,-7.924453631E-1,1.303495812E0,1.421059930E0,2.084821889E0
1.814591983E1,-2.833104622E-1,4.861281538E-1,2.348115506E0,2.414587300E0
1.815587183E1,1.473948580E-1,-4.115936959E-1,2.401992336E0,2.441454852E0
1.816582383E1,2.381652796E-1,-1.003478100E0,2.300392286E0,2.521010843E0
1.817577583E1,1.342237124E-1,-1.100490425E0,2.145320326E0,2.414848749E0
1.818572783E1,8.187622190E-2,-7.252541310E-1,2.325582676E0,2.437423240E0
1.819568083E1,1.370371002E-1,-1.446460819E-1,2.218589447E0,2.227518976E0
1.820563283E1,1.099747244E-1,2.989482558E-1,1.115658102E0,1.160240277E0
1.821558483E1,1.220860621E-1,4.158066148E-1,8.105635455E-1,9.191373177E-1
1.822553683E1,4.760671422E-1,3.190591693E-1,4.865468144E-1,7.517755516E-1
1.823548883E1,8.928958502E-1,-3.484192085E-1,4.103306973E-1,1.042607417E0
1.824544183E1,1.150215439E0,-1.455933309E0,1.730186434E0,2.536982943E0
1.825539383E1,1.663199269E0,-2.631431231E0,3.499960856E0,4.684056803E0
1.826534583E1,2.504051977E0,-3.046777085E0,5.059703293E0,6.415116859E0
1.827529783E1,2.807492064E0,-2.005194435E0,5.789622332E0,6.739624853E0
1.828524983E1,1.897299857E0,-1.100492764E-1,5.269790243E0,5.602012745E0
1.829520183E1,8.086716789E-1,1.949877436E0,3.659751227E0,4.224896560E0
1.830515483E1,3.855241773E-1,4.022886708E0,1.514706012E0,4.315852252E0
1.831510683E1,7.476220697E-1,6.239120604E0,-5.675441998E-1,6.309332063E0
1.832505883E1,1.070068531E0,7.968336985E0,-2.039526946E0,8.294522959E0
1.833501083E1,9.334050679E-1,8.507865420E0,-2.064993909E0,8.804499922E0
1.834496283E1,5.194201532E-1,8.305879787E0,-3.083268973E-1,8.327814948E0
1.835491583E1,1.588694340E-1,7.393980778E0,2.559449083E-1,7.400114799E0
1.836486783E1,-8.759269381E-1,5.758041521E0,-1.231416015E0,5.953039187E0
1.837481983E1,-2.226788705E0,3.919849997E0,-1.277980025E0,4.685834491E0
1.838477183E1,-3.454044718E0,2.167116700E0,-6.952909514E-1,4.136453700E0
1.839472383E1,-4.136606281E0,8.789569652E-1,3.846590817E-3,4.228958698E0
1.840467583E1,-4.060027929E0,-3.713859022E-1,1.663512388E-1,4.080370940E0
1.841462883E1,-3.852112635E0,-1.546548194E0,-3.981003687E-1,4.170020021E0
1.842458083E1,-3.805589556E0,-2.623059188E0,-1.332592434E0,4.810275872E0
1.843453283E1,-3.826750337E0,-3.910096841E0,-2.269551147E0,5.923152696E0
1.844448483E1,-3.434833399E0,-5.106131355E0,-2.478963329E0,6.634449267E0
1.845443683E1,-2.474572362E0,-6.083545491E0,-1.802862354E0,6.810532049E0
1.846438983E1,-9.421560109E-1,-6.741168972E0,1.976312113E-1,6.809557632E0
1.847434183E1,6.766912508E-1,-7.026548764E0,2.000610802E0,7.337079948E0
1.848429383E1,1.722248108E0,-6.820305188E0,2.109428655E0,7.343867554E0
1.849424583E1,2.047619492E0,-5.999518663E0,1.522586889E0,6.519604329E0
1.850419783E1,1.435837890E0,-4.835188338E0,8.291421962E-1,5.111570551E0
1.851414983E1,4.890858217E-1,-3.849261240E0,7.628140131E-1,3.954478759E0
1.852410283E1,-4.928296477E-1,-3.158331435E0,1.130971083E0,3.390727666E0
1.853405483E1,-1.143971197E0,-2.940494585E0,1.638471979E0,3.555245270E0
1.854400683E1,-1.325184012E0,-3.323057440E0,1.836501678E0,4.021388047E0
1.855395883E1,-1.334010822E0,-4.136812688E0,1.850834373E0,4.724234538E0
1.856391083E1,-1.320061705E0,-5.049137374E0,2.560261846E0,5.813027769E0
1.857386383E1,-1.838624802E0,-5.808391310E0,2.463456513E0,6.571648862E0
1.858381583E1,-2.744967202E0,-5.629122695E0,2.975148693E0,6.933496737E0
1.859376783E1,-3.319840302E0,-4.124370983E0,3.792840872E0,6.512865538E0
1.860371983E1,-3.479873332E0,-1.942690038E0,3.953382025E0,5.613625604E0
1.861367183E1,-2.893219846E0,1.819133109E-1,3.709696974E0,4.708042605E0
1.862362383E1,-2.306867200E0,1.942049183E0,3.437181641E0,4.572462022E0
1.863357683E1,-2.063558418E0,3.318804175E0,3.080308528E0,4.976046134E0
1.864352592E1,-2.237392046E0,4.196187070E0,1.855031505E0,5.104414852E0
1.865347792E1,-2.716746200E0,4.356492580E0,1.256262954E-1,5.135710222E0
1.866342992E1,-3.228150698E0,4.509323595E0,-8.083097363E-1,5.604312700E0
1.867338192E1,-4.185391940E0,4.723387821E0,-1.168057340E0,6.418119362E0
1.868333492E1,-4.876432258E0,4.604122163E0,-7.804828370E-1,6.751791312E0
1.869328692E1,-4.963011396E0,3.869812449E0,3.080114400E-1,6.300936562E0
1.870323892E1,-4.690066293E0,2.920249186E0,1.461179430E0,5.714859794E0
1.871319092E1,-4.025868203E0,1.979119361E0,2.261677287E0,5.023914050E0
1.872314292E1,-2.972331797E0,1.298067842E0,2.721297088E0,4.233815569E0
1.873309492E1,-1.875910888E0,9.519734859E-1,3.067676788E0,3.719668810E0
1.874304792E1,-9.901405283E-1,1.005719923E0,2.722820288E0,3.066855254E0
1.875299992E1,-6.269925490E-1,9.531768429E-1,1.734272468E0,2.075901429E0
1.876295192E1,-6.229827478E-1,8.890305483E-1,3.764501756E-1,1.148998501E0
1.877290392E1,-6.677997554E-1,5.657824337E-1,-4.975127558E-1,1.006769695E0
1.878285592E1,-7.306864867E-1,-1.643892056E-1,-9.475898284E-1,1.207829887E0
1.879280892E1,-9.721072767E-1,-1.146145484E0,-1.519626298E0,2.137266037E0
1.880276092E1,-1.257870427E0,-2.668632971E0,-1.307866021E0,3.227127743E0
1.881271292E1,-1.312883078E0,-4.935568659E0,-1.123348214E0,5.229284002E0
1.882266492E1,-1.229257808E0,-7.766371817E0,-9.072434556E-1,7.915219305E0
1.883261692E1,-1.687255299E0,-1.122501917E1,-1.644757444E-1,1.135230981E1
1.884256892E1,-2.600495367E0,-1.392629715E1,9.780741410E-1,1.420073792E1
1.885252192E1,-3.290814139E0,-1.526237891E1,2.279368038E0,1.577863068E1
1.886247392E1,-4.484527015E0,-1.571705138E1,3.643017080E0,1.674539519E1
1.887242592E1,-6.208973529E0,-1.425595849E1,3.518637740E0,1.594253795E1
1.888237792E1,-6.646580903E0,-1.148469870E1,1.747296556E0,1.338388535E1
1.889232992E1,-5.654237655E0,-8.745576956E0,-8.311761501E-1,1.044731418E1
1.890228292E1,-4.131908044E0,-6.645736565E0,-2.186791703E0,8.125302242E0
1.891223492E1,-2.521788336E0,-5.490883407E0,-2.579185774E0,6.569734870E0
1.892218692E1,-9.162359617E-1,-4.963611320E0,-1.508090472E0,5.267946711E0
1.893213892E1,8.902007224E-1,-4.590178893E0,4.087969434E0,6.210772390E0
1.894209092E1,2.942439369E0,-4.477459193E0,2.077595243E0,5.746476508E0
1.895204292E1,3.762026045E0,-4.626731007E0,8.220016934E0,1.015520350E1
1.896199592E1,5.013205065E0,-7.041591895E0,1.331483977E1,1.587454565E1
1.897194792E1,3.871782669E0,-6.955621453E0,1.165639984E1,1.411534726E1
1.898189992E1,4.272363134E0,-5.325907141E0,1.137271984E1,1.326488334E1
1.899185192E1,6.184788861E0,-3.031618763E0,8.263895025E0,1.075798711E1
1.900180392E1,9.191881478E0,-4.288412279E-1,9.820610358E0,1.345804509E1
1.901175692E1,1.242594839E1,3.389611033E0,1.025906265E1,1.646639070E1
1.902170892E1,1.423282223E1,8.601334332E0,6.874180849E0,1.799473654E1
1.903166092E1,1.421919470E1,1.227896225E1,1.468959151E0,1.884452846E1
1.904161292E1,1.196147715E1,1.221134271E1,-3.862185341E0,1.752456282E1
1.905156492E1,8.072841931E0,9.976252713E0,-5.066680191E0,1.379737813E1
1.906151692E1,2.659230648E0,8.491044735E0,-2.179891697E0,9.160855644E0
1.907146992E1,-1.177928537E0,6.085431803E0,3.733114488E0,7.235754255E0
1.908142192E1,-2.864361206E0,2.290889976E0,8.122014091E0,8.911781802E0
1.909137392E1,-3.516231611E0,2.188606972E-1,1.037561754E1,1.095742781E1
1.910132592E1,-2.873260083E0,4.414758915E-1,1.233315658E1,1.267111975E1
1.911127792E1,-9.571187434E-1,1.100682213E0,1.231115117E1,1.239725860E1
1.912123092E1,1.413638644E0,2.368649758E0,9.584368227E0,9.973414170E0
1.913118292E1,4.021671072E0,3.101408790E0,4.782386227E0,6.975943858E0
1.914113492E1,6.420707055E0,2.162417293E0,-9.352943033E-1,6.839320366E0
1.915108692E1,7.622021019E0,5.079698431E-1,-3.839470078E0,8.549547840E0
1.916103892E1,6.917794061E0,-1.024798803E0,-2.632788662E0,7.472460331E0
1.917099092E1,5.418677310E0,-1.636198289E0,-4.863918632E-1,5.681178195E0
1.918094392E1,5.342198068E0,-1.551069261E0,1.339997640E0,5.721930595E0
1.919089592E1,6.703808187E0,-3.055912190E0,2.240136144E0,7.700509949E0
1.920084792E1,7.173355976E0,-3.520663508E0,6.198492980E-1,8.014756431E0
1.921079992E1,6.167342523E0,-4.739841886E0,-1.685384483E0,7.958814972E0
1.922075192E1,2.995970628E0,-5.794573170E0,-2.674063280E0,7.050073237E0
1.923070492E1,-7.714857262E-1,-5.178605254E0,-2.222779854E0,5.688048249E0
1.924065692E1,-3.302999151E0,-3.927224506E0,-2.778690434E0,5.835581911E0
1.925060892E1,-3.837412735E0,-2.641529957E0,-5.531191188E0,7.231700559E0
1.926056092E1,-3.082861715E0,-1.959235904E0,-9.278712046E0,9.971817232E0
1.927051292E1,-2.424060020E0,-1.343435218E0,-8.175501496E0,8.632479938E0
1.928046492E1,-2.830314916E0,3.359862739E-1,4.817199379E-2,2.850594647E0
1.929041792E1,-3.554453983E0,1.199330589E0,7.088081937E0,8.019566231E0
1.930036992E1,-3.615673161E0,6.535760379E-1,8.621802510E0,9.372071946E0
1.931032192E1,-2.027718932E0,1.511914551E-1,6.358794982E0,6.675985062E0
1.932027392E1,9.429077435E-1,9.259212166E-1,3.014499870E0,3.291445667E0
1.933022592E1,5.371844621E0,2.899634827E0,3.391056173E0,6.983112396E0
1.934017892E1,7.770650809E0,6.210331838E0,-5.763644323E-1,9.964107160E0
1.935013092E1,1.916928960E0,-1.170843539E0,4.913645693E0,5.402722020E0
1.936008292E1,3.116077700E-1,-6.246987448E0,9.313838024E0,1.121915907E1
1.937003492E1,-7.987849143E-1,-5.506158673E0,8.236247050E0,9.939396669E0
1.937998692E1,2.571584979E-1,-3.726001934E0,4.418243855E0,5.785334880E0
1.938993892E1,2.337531461E0,-1.156181061E0,5.812828177E-1,2.671834144E0
1.939989192E1,3.324432705E0,1.353608789E0,-8.527393658E-1,3.689346011E0
1.940984392E1,3.078904611E0,4.226602532E0,-1.908297300E-1,5.232612976E0
1.941979592E1,1.787292388E0,4.792294918E0,1.705659703E0,5.391639796E0
1.942974792E1,5.153437668E-1,2.937744640E0,3.084867017E0,4.290958783E0
1.943969992E1,9.269093961E-2,1.115130098E0,2.954668821E0,3.159457958E0
1.944965292E1,5.011043349E-1,3.532203573E-1,3.432870781E0,3.487186828E0
1.945960492E1,7.543595240E-1,7.120745069E-1,3.777627001E0,3.917470377E0
1.946955692E1,3.461960971E-1,2.448220423E0,3.660968617E0,4.417728624E0
1.947950892E1,1.903459606E0,8.078471045E0,5.725260860E0,1.008283020E1
1.948946092E1,7.182177086E0,1.676731656E1,4.562353163E0,1.880270296E1
1.949941292E1,1.100937737E1,1.860298443E1,9.003674809E0,2.341673717E1
1.950936592E1,1.308446182E1,1.930045668E1,9.693581936E0,2.525225336E1
1.951931792E1,1.018825404E1,1.878206125E1,6.530387957E0,2.234305960E1
1.952926992E1,6.279246536E0,1.436452959E1,4.485920699E0,1.630619919E1
1.953922192E1,7.720018015E0,9.050420374E0,-2.211416229E-1,1.189780193E1
1.954917392E1,6.340087985E0,3.309757363E0,-2.286477667E0,7.508607699E0
1.955912592E1,4.848526422E0,-1.451693493E0,-8.778728914E-1,5.136758051E0
1.956907892E1,6.309432203E0,-1.566213550E0,-1.161844235E0,6.603926228E0
1.957903092E1,8.341043773E0,1.490210271E0,-2.106538961E0,8.731050582E0
1.958898292E1,8.951867309E0,4.754842333E0,-3.781188540E0,1.081858774E1
1.959893492E1,5.881097344E0,6.117071087E0,-6.237272884E0,1.053135498E1
1.960888692E1,2.233586093E0,4.389693071E0,-4.989171839E0,7.010716634E0
1.961883992E1,-1.073088618E0,1.782703786E0,-2.142819765E0,2.986842566E0
1.962879192E1,-2.310637485E0,1.075764889E-1,2.225181305E-1,2.323818540E0
1.963874392E1,-2.823836201E0,-8.241165143E-1,3.621437931E-1,2.963843290E0
1.964869717E1,-2.509201327E0,-9.003361398E-1,7.907204345E-2,2.667011221E0
1.965864917E1,-3.200001032E0,-1.499328420E0,-2.261280553E-1,3.541062865E0
1.966860117E1,-3.844209831E0,-1.771475378E0,-7.913983461E-1,4.306087038E0
1.967855417E1,-4.007649741E0,-2.794435231E0,-6.626064046E-1,4.930433242E0
1.968850617E1,-3.230030870E0,-2.976353220E0,-4.497619077E-1,4.415208227E0
1.969845817E1,-1.985165674E0,-2.055904997E0,-4.392497834E-1,2.891464764E0
1.970841017E1,-7.537686628E-1,-9.198272485E-1,-4.745622882E-1,1.280413499E0
1.971836217E1,-1.094832659E-2,-2.771767330E-1,-9.073580611E-1,9.488126571E-1
1.972831517E1,4.796441764E-2,-4.459028184E-1,-1.971084702E0,2.021461059E0
1.973826717E1,-2.944944316E-1,-1.329462712E0,-2.203375869E0,2.590185957E0
1.974821917E1,-4.418161994E-1,-2.159541047E0,-1.874029108E0,2.893234209E0
1.975817117E1,-2.688733944E-1,-2.570906117E0,-1.366725848E0,2.924002515E0
1.976812317E1,-8.498986423E-2,-2.435237850E0,-1.312922108E-1,2.440254968E0
1.977807517E1,-1.435795498E-1,-1.797108402E0,9.810551977E-1,2.052482155E0
1.978802817E1,-2.862910804E-1,-8.328867531E-1,1.381024044E0,1.637953094E0
1.979798017E1,-6.852103516E-1,-1.309992653E-1,1.381664314E0,1.547795307E0
1.980793217E1,-7.525658906E-1,-7.583838701E-2,5.175008778E-1,9.164682422E-1
1.981788417E1,-5.175613233E-1,-3.537337428E-1,-4.761913955E-2,6.287009358E-1
1.982783617E1,-8.006855518E-2,-3.585173500E-1,4.561694328E-1,5.856929359E-1
1.983778817E1,2.215761441E-1,-1.859706938E-1,1.695846029E-1,3.353207779E-1
1.984774117E1,3.226221702E-1,-2.428278494E-1,5.338975668E-2,4.073093360E-1
1.985769317E1,8.191832185E-2,-1.671432441E-1,7.017367758E-1,7.260041171E-1
1.986764517E1,-4.462448806E-1,-9.531019986E-2,1.247093570E0,1.327953651E0
1.987759717E1,-7.485909534E-1,-1.179301536E-1,1.743810300E0,1.901360118E0
1.988754917E1,-6.327178502E-1,-1.435076290E-1,2.193073075E0,2.287027728E0
1.989750217E1,-5.449376947E-1,8.972260058E-2,2.093129103E0,2.164762499E0
1.990745417E1,-3.202160409E-1,-2.708254874E-2,1.572870020E0,1.605363472E0
1.991740617E1,1.062450778E-1,-3.473047292E-1,1.305310057E0,1.354895913E0
1.992735817E1,3.347586510E-1,-8.873833877E-1,1.119680109E0,1.467377313E0
1.993731017E1,3.448410049E-1,-1.129337078E0,7.528041646E-1,1.400368403E0
1.994726217E1,3.863299236E-1,-1.086267073E0,3.612082386E-1,1.208179769E0
1.995721517E1,3.751003459E-1,-1.216641855E0,-3.090873277E-1,1.310134592E0
1.996716717E1,2.390432391E-1,-1.285982816E0,-1.214299168E0,1.784773359E0
1.997711917E1,1.004425934E-1,-1.197280555E0,-1.741716851E0,2.115926991E0
1.998707117E1,6.924155831E-2,-1.369670506E0,-2.070746984E0,2.483703839E0
1.999702317E1,7.311533868E-2,-1.424743091E0,-2.192985951E0,2.616185412E0
2.000697617E1,3.403868884E-1,-1.358260249E0,-2.263273869E0,2.661417431E0
2.001692817E1,8.225708029E-1,-1.201875297E0,-2.275342814E0,2.701538798E0
2.002688017E1,1.013212545E0,-1.110823039E0,-2.126225659E0,2.604105036E0
2.003683217E1,8.986515570E-1,-9.484289038E-1,-1.668051874E0,2.118841443E0
2.004678417E1,5.564675269E-1,-4.267847621E-1,-1.386683857E0,1.553928396E0
2.005673617E1,1.377642015E-1,9.245734334E-2,-1.542545483E0,1.551442523E0
2.006668917E1,-3.624548650E-1,2.448410457E-1,-1.903695542E0,1.953299102E0
2.007664117E1,-8.760555768E-1,6.920355141E-2,-1.830652416E0,2.030652795E0
2.008659317E1,-1.357189039E0,-4.692758936E-1,-1.281517590E0,1.924699791E0
2.009654517E1,-1.519977569E0,-1.277462838E0,-5.078452975E-1,2.049426739E0
2.010649717E1,-1.360628956E0,-1.979076092E0,4.415557060E-1,2.441930542E0
2.011645017E1,-9.990672532E-1,-2.219862093E0,1.188903249E0,2.709135291E0
2.012640217E1,-7.279008731E-1,-2.118663747E0,1.346390986E0,2.613684075E0
2.013635417E1,-6.659399754E-1,-1.981036078E0,1.067607146E0,2.346862802E0
2.014630617E1,-6.035019448E-1,-1.750399674E0,3.989198560E-1,1.894003872E0
2.015625817E1,-5.783668113E-1,-1.391588209E0,-3.139282376E-1,1.539342993E0
2.016621017E1,-5.561392057E-1,-1.095399254E0,-5.848908421E-1,1.360620314E0
2.017616317E1,-4.237453794E-1,-7.982630503E-1,-6.648404065E-1,1.121961145E0
2.018611517E1,-7.477682501E-2,-5.989922798E-1,-7.049233621E-1,9.280626440E-1
2.019606717E1,2.849386194E-1,-4.452572858E-1,-1.360091597E-1,5.458411481E-1
2.020601917E1,5.286061290E-1,-2.290740287E-1,6.784334287E-1,8.900400370E-1
2.021597117E1,7.259163281E-1,6.533561826E-2,1.026493326E0,1.258932805E0
2.022592317E1,9.597944292E-1,2.707681847E-1,9.813364488E-1,1.399121861E0
2.023587617E1,8.496135905E-1,3.615526396E-1,1.030755654E0,1.383842759E0
2.024582817E1,2.354876934E-1,5.074623048E-1,1.456589951E0,1.560329045E0
2.025578017E1,-8.252789408E-1,7.936969596E-1,1.492775445E0,1.881334293E0
2.026573217E1,-2.121960992E0,1.140735056E0,1.217784694E0,2.699443365E0
2.027568417E1,-2.900100265E0,1.479278317E0,7.534306937E-1,3.341631891E0
2.028563717E1,-2.190083540E0,1.369756460E0,2.758263186E-1,2.597841186E0
2.029558917E1,-7.571318351E-1,1.152970939E0,-2.241530120E-1,1.397438791E0
2.030554117E1,4.403905021E-1,1.337993799E0,-3.668183497E-1,1.455584729E0
2.031549317E1,1.108847996E0,1.641229818E0,-1.506307071E-1,1.986421105E0
2.032544517E1,1.012016205E0,1.879594488E0,2.125650001E-1,2.145282293E0
2.033539717E1,4.353673053E-1,2.076960236E0,3.349460542E-1,2.148370864E0
2.034535017E1,-1.092107856E-1,2.285252675E0,5.406282967E-1,2.350869146E0
2.035530217E1,-4.137147734E-1,2.448000568E0,5.085849702E-1,2.534270184E0
2.036525417E1,-5.004624568E-1,2.834950004E0,5.075383186E-1,2.923183083E0
2.037520617E1,-6.411616682E-1,3.209045506E0,6.383744466E-1,3.334154057E0
2.038515817E1,-7.910168883E-1,3.060273044E0,7.677037472E-1,3.252744666E0
2.039511017E1,-8.618607299E-1,2.494143285E0,1.279662561E0,2.932761653E0
2.040506317E1,-1.027747700E0,1.898062919E0,1.867456838E0,2.854172948E0
2.041501517E1,-1.464768744E0,1.415209206E0,2.431657600E0,3.171958898E0
2.042496717E1,-2.043398387E0,1.269013612E0,2.836759132E0,3.719284191E0
2.043491917E1,-2.603125445E0,1.423402324E0,3.089771077E0,4.283575792E0
2.044487117E1,-2.858352900E0,1.616839328E0,3.070799201E0,4.496015841E0
2.045482417E1,-2.803263065E0,2.310228472E0,2.980218814E0,4.698632097E0
2.046477617E1,-2.349019924E0,2.849224226E0,2.873171498E0,4.678791271E0
2.047472817E1,-1.406001741E0,4.006497547E0,2.484386621E0,4.919455292E0
2.048468017E1,-7.367969732E-1,5.247098953E0,1.637805104E0,5.545928485E0
2.049463217E1,2.508345880E-1,6.018336757E0,9.596660829E-1,6.099529023E0
2.050458517E1,1.240456249E0,5.972780516E0,2.205920577E-2,6.100272568E0
2.051453717E1,1.169690760E0,5.958013957E0,2.501222509E-1,6.076896241E0
2.052448917E1,1.154067877E0,5.174910398E0,2.961070937E-1,5.310296574E0
2.053444117E1,9.902873665E-1,4.232227553E0,1.334626973E-1,4.348589590E0
2.054439317E1,6.434949996E-1,3.387644030E0,5.133095205E-2,3.448601565E0
2.055434517E1,2.344924973E-1,2.716377826E0,1.679823196E-1,2.731650286E0
2.056429817E1,-2.326377605E-1,2.145132338E0,5.812231761E-1,2.234621547E0
2.057425017E1,-9.997683343E-1,1.785709839E0,9.708442050E-1,2.265134615E0
2.058420217E1,-1.808933372E0,1.757447323E0,9.578990543E-1,2.697856860E0
2.059415417E1,-2.181366949E0,1.626724046E0,9.459268802E-1,2.880862814E0
2.060410617E1,-2.422136725E0,1.491935200E0,1.164404000E0,3.073833702E0
2.061405817E1,-2.729899804E0,1.366894832E0,1.619471160E0,3.455928422E0
2.062401117E1,-2.962160566E0,1.191159689E0,1.684043716E0,3.609606607E0
