"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.007468442E1,1.130540143E0,1.339878357E0,2.482610822E-1,1.770601195E0
1.008463642E1,1.158341388E0,1.540175899E0,-6.472487658E-1,2.032935693E0
1.009458842E1,1.016787386E0,9.696654063E-1,-1.208320098E0,1.853144638E0
1.010454042E1,5.615809169E-1,3.911489064E-1,-1.282525942E0,1.453699895E0
1.011449342E1,-1.222569470E-1,2.014564598E-1,-1.120235302E0,1.144752637E0
1.012444542E1,-8.919975717E-1,-2.196664435E-1,-9.063248581E-1,1.290479664E0
1.013439742E1,-1.369134901E0,-4.306410009E-1,-4.217877316E-1,1.495956864E0
1.014434942E1,-1.384787458E0,-3.238152945E-1,2.583171237E-1,1.445413569E0
1.015430242E1,-1.206909603E0,-4.932711124E-2,2.256803048E-1,1.228818764E0
1.016425442E1,-9.038569676E-1,3.668923169E-1,-1.877780682E-1,9.933921648E-1
1.017420642E1,-7.734227626E-1,7.598380727E-1,8.870284617E-2,1.087844135E0
1.018415842E1,-6.906013383E-1,1.339803513E0,4.430511314E-1,1.571081782E0
1.019411042E1,-4.236897578E-1,1.719222320E0,9.890916109E-2,1.773420824E0
1.020406342E1,-1.995861182E-1,1.613114067E0,-2.455093825E-1,1.643851109E0
1.021401542E1,-6.123048915E-2,8.899602556E-1,-1.171972051E0,1.472853325E0
1.022396742E1,1.042291041E-1,2.942997193E-1,-1.831501139E0,1.857921542E0
1.023391942E1,3.309124256E-1,-1.644728208E-1,-1.653348173E0,1.694141235E0
1.024387142E1,5.432606401E-1,-3.252121943E-1,-1.312501693E0,1.457242529E0
1.025382442E1,3.854898249E-1,-4.027269781E-2,-9.111102194E-1,9.901242988E-1
1.026377642E1,-1.970817740E-1,2.664488465E-1,-6.340252876E-1,7.154189533E-1
1.027372842E1,-6.546855471E-1,5.111887354E-1,-4.591134328E-1,9.490586035E-1
1.028368042E1,-7.908448340E-1,6.624456793E-1,5.513573527E-2,1.033106857E0
1.029363342E1,-6.721665291E-1,7.346669787E-1,1.197017430E0,1.557046608E0
1.030358542E1,-3.570895695E-1,6.117883265E-1,2.474270353E0,2.573676689E0
1.031353742E1,-4.338049293E-3,5.441588455E-1,2.034526992E0,2.106045524E0
1.032348942E1,1.883004438E-1,7.149770647E-1,1.041925882E0,1.277598843E0
1.033344142E1,2.299859751E-1,1.250146986E0,9.520003831E-1,1.588101308E0
1.034339442E1,3.681044447E-1,1.597210810E0,8.984100670E-1,1.869150583E0
1.035334642E1,6.349256857E-1,1.612758556E0,1.063904396E0,2.033719093E0
1.036329842E1,1.086724398E0,2.148438939E0,1.139409492E0,2.663646707E0
1.037325042E1,1.244969715E0,2.459288617E0,4.994943041E-1,2.801346936E0
1.038320342E1,1.440478241E0,2.774282802E0,-5.158413649E-3,3.125963729E0
1.039315542E1,1.598874196E0,2.585351663E0,-4.274156767E-1,3.069711074E0
1.040310742E1,1.210297553E0,1.730290514E0,-1.042048674E0,2.354695494E0
1.041305942E1,3.769725513E-1,5.208068204E-1,-9.060015070E-1,1.110939593E0
1.042301142E1,-4.276625023E-1,-6.804135883E-1,-8.517165416E-1,1.171016197E0
1.043296442E1,-7.737143925E-1,-1.408618809E0,-1.469294196E0,2.177536761E0
1.044291642E1,-4.814783017E-1,-1.581456072E0,-1.886864331E0,2.508601536E0
1.045286842E1,1.734220574E-1,-1.609133282E0,-2.404658082E0,2.898579931E0
1.046282042E1,7.390523174E-1,-1.306464443E0,-2.692565625E0,3.082686704E0
1.047277242E1,1.060970410E0,-9.933489686E-1,-2.978098029E0,3.313829847E0
1.048272542E1,1.223662022E0,-7.620565063E-1,-3.046301122E0,3.370167561E0
1.049267742E1,1.320810294E0,-5.840175605E-1,-2.726977074E0,3.085777099E0
1.050262942E1,1.153442810E0,-3.328147441E-1,-1.743379506E0,2.116735239E0
1.051258142E1,8.866264656E-1,-2.348551708E-1,-8.991713744E-1,1.284434740E0
1.052253442E1,5.931967389E-1,9.310404539E-2,-1.133530701E0,1.282748060E0
1.053248642E1,5.195341008E-1,8.622479618E-2,-4.033877134E-1,6.633792616E-1
1.054243842E1,8.747531095E-1,1.798971909E-1,5.288315392E-1,1.037891516E0
1.055239042E1,1.156972189E0,4.186547935E-1,1.210395275E0,1.725952839E0
1.056234242E1,1.203507547E0,4.695840418E-1,1.174312107E0,1.745837482E0
1.057229542E1,8.013026523E-1,3.603352493E-1,6.115427434E-1,1.070472774E0
1.058224742E1,2.468813951E-1,2.594099683E-1,-2.340277898E-1,4.278001418E-1
1.059219942E1,-1.726021316E-2,1.500898397E-1,-7.392547041E-1,7.545345535E-1
1.060215142E1,3.219157169E-1,-9.770288050E-2,-2.605425739E-1,4.255091238E-1
1.061210442E1,7.526166151E-1,-4.311871308E-1,8.016836715E-1,1.181122695E0
1.062205642E1,9.534076618E-1,-5.300249559E-1,2.069724306E0,2.339587854E0
1.063200842E1,4.608159958E-1,-5.640528274E-1,2.706929895E0,2.803208239E0
1.064195967E1,-4.675447523E-1,-6.495028675E-1,1.845658418E0,2.011692587E0
1.065191167E1,-1.385876356E0,-3.017467332E-1,6.011311913E-1,1.540474951E0
1.066186467E1,-1.784111211E0,9.792039692E-2,-1.787376881E-2,1.786885751E0
1.067181667E1,-1.700353355E0,2.336868972E-1,-1.755129486E-1,1.725287191E0
1.068176867E1,-1.369093093E0,6.887072790E-1,1.395262599E-1,1.538896095E0
1.069172067E1,-1.043060534E0,6.024052995E-1,7.688930708E-1,1.429008040E0
1.070167267E1,-8.763243295E-1,9.401445687E-2,1.096656990E0,1.406925585E0
1.071162567E1,-1.073715513E0,-1.509049416E-1,1.610122631E0,1.941167739E0
1.072157767E1,-1.329252504E0,-3.864202631E-1,1.672075635E0,2.170730239E0
1.073152967E1,-1.383047912E0,-3.826517326E-1,1.443001022E0,2.035066540E0
1.074148167E1,-1.542399010E0,-2.062950307E-1,7.435097229E-1,1.724633020E0
1.075143467E1,-1.486685570E0,-1.206046700E-2,1.182225144E-1,1.491427505E0
1.076138667E1,-1.295225071E0,-7.272415996E-2,-3.973270744E-1,1.356748169E0
1.077133867E1,-1.100417773E0,-4.331646591E-1,-8.112725204E-1,1.434124820E0
1.078129067E1,-9.659519859E-1,-7.802027553E-1,-8.529169750E-1,1.506401986E0
1.079124267E1,-8.224505695E-1,-1.129634117E0,-5.716366661E-1,1.509724033E0
1.080119567E1,-5.417616333E-1,-1.353933309E0,-4.924870008E-1,1.539215553E0
1.081114767E1,-5.260191746E-2,-1.270409927E0,-1.017219642E0,1.628325564E0
1.082109967E1,5.077013829E-1,-8.083471584E-1,-2.309725612E0,2.499203518E0
1.083105167E1,1.404037369E0,5.394787341E-1,-2.930429773E0,3.293899952E0
1.084100367E1,2.920236614E0,2.433029941E0,-2.293388491E0,4.439262028E0
1.085095667E1,1.283016524E0,3.233276367E-2,-1.328146504E0,1.846929869E0
1.086090867E1,-4.495558664E-1,-9.174889469E-1,3.650851180E0,3.791121309E0
1.087086067E1,-1.064187402E0,-4.813369453E-2,4.104208029E0,4.240204620E0
1.088081267E1,-1.450550216E0,4.330699342E-1,2.312872583E0,2.764240417E0
1.089076567E1,-2.019844633E0,4.805276906E-1,2.027913791E0,2.902260076E0
1.090071767E1,-2.203444281E0,7.524144477E-1,3.175343324E0,3.937524530E0
1.091066967E1,-1.852184057E0,7.201436645E-1,3.576311460E0,4.091356295E0
1.092062167E1,-1.728124706E0,3.806502306E-1,2.769958202E0,3.286940528E0
1.093057367E1,-1.825761805E0,-1.818641943E-1,1.241354527E0,2.215274659E0
1.094052667E1,-1.644371235E0,-6.706007910E-1,3.824646217E-1,1.816574074E0
1.095047867E1,-1.540645430E0,-9.762365073E-1,6.127876157E-1,1.924093221E0
1.096043067E1,-1.481934122E0,-1.082092745E0,1.004256949E0,2.091790017E0
1.097038267E1,-6.142347284E-1,-1.436111248E-1,1.176714728E0,1.335127712E0
1.098033567E1,-7.251829411E-1,-4.264374375E-1,1.312247924E0,1.558760341E0
1.099028767E1,-4.404934862E-1,-5.599287862E-1,7.536406088E-1,1.037077106E0
1.100023967E1,7.812351543E-1,-3.507861614E-2,3.687815523E-1,8.646147749E-1
1.101019167E1,1.535014269E0,-2.727053672E-1,7.025593328E-1,1.710037029E0
1.102014367E1,1.629840027E0,-1.042973703E-1,7.140689921E-1,1.782456446E0
1.103009667E1,1.313274111E0,2.502491355E-1,2.681556487E-1,1.363532534E0
1.104004867E1,9.434616210E-1,7.437441963E-1,-2.343833005E-1,1.224014212E0
1.105000067E1,4.576451238E-1,8.296947581E-1,1.035389864E-1,9.531803463E-1
1.105995267E1,3.661310825E-2,8.813584167E-1,9.238659203E-2,8.869433244E-1
1.106990467E1,-1.504156027E-2,8.374803257E-1,3.184767866E-1,8.961177423E-1
1.107985767E1,-7.264533218E-2,7.170610124E-1,1.426277400E0,1.598036627E0
1.108980967E1,-2.109200138E-1,7.106904709E-1,1.487718773E0,1.662189924E0
1.109976167E1,-2.834247022E-1,9.572073287E-1,1.193799707E0,1.556191882E0
1.110971367E1,-6.393767690E-2,1.138517792E0,5.764652967E-1,1.277741377E0
1.111966567E1,3.440177900E-1,1.302805256E0,-7.640498221E-2,1.349624946E0
1.112961867E1,7.506785555E-1,1.309188076E0,-3.587354511E-1,1.551187557E0
1.113957067E1,1.244726032E0,1.011325064E0,-5.789795995E-1,1.705091979E0
1.114952267E1,1.743403042E0,4.740910757E-1,-5.389577472E-1,1.885389076E0
1.115947467E1,2.360246578E0,3.905121446E-1,-3.528543216E-1,2.418216247E0
1.116942767E1,2.786570141E0,4.308029687E-1,-3.987520409E-1,2.847730244E0
1.117937967E1,2.851879447E0,9.140917146E-1,-8.276102257E-1,3.107043406E0
1.118933167E1,2.615990196E0,1.368571229E0,-1.217613662E0,3.193583402E0
1.119928367E1,2.182724380E0,1.365706093E0,-1.369359434E0,2.916262010E0
1.120923567E1,1.920137327E0,1.538903545E0,-1.397789181E0,2.830011673E0
1.121918867E1,1.345484083E0,1.541979765E0,-1.671340055E0,2.642235151E0
1.122914067E1,7.693696189E-1,1.412909496E0,-1.679591061E0,2.325783521E0
1.123909267E1,5.492511857E-1,1.280788150E0,-1.641054987E0,2.152941388E0
1.124904467E1,4.420224600E-1,1.247720391E0,-2.202749047E0,2.569881981E0
1.125899667E1,7.585956855E-1,1.316250343E0,-2.911179569E0,3.283740073E0
1.126894967E1,1.087485778E0,1.116332871E0,-3.240960778E0,3.596199544E0
1.127890167E1,1.232780901E0,5.815465271E-1,-2.950298027E0,3.249954394E0
1.128885367E1,1.289584409E0,2.814235657E-1,-1.980077720E0,2.379692196E0
1.129880567E1,9.983727501E-1,2.785841578E-1,-2.166820246E-1,1.058918496E0
1.130875867E1,2.006385805E-1,2.821427733E-1,1.239963475E0,1.287388754E0
1.131871067E1,-5.531881160E-1,3.379100078E-1,1.272468731E0,1.428067554E0
1.132866267E1,-5.855758435E-1,9.484669107E-1,5.614818066E-1,1.248098701E0
1.133861467E1,-1.839816172E-1,1.307749076E0,-2.264918983E-1,1.339908752E0
1.134856667E1,1.899431460E-1,1.440444619E0,-1.113584679E-1,1.457175284E0
1.135851967E1,6.067888109E-1,1.794527441E0,3.922429204E-2,1.894745350E0
1.136847167E1,9.892307746E-1,1.965834487E0,1.538332272E-1,2.206070583E0
1.137842367E1,1.115801359E0,2.077463681E0,-1.289217496E-1,2.361670772E0
1.138837567E1,1.380464027E0,1.762589949E0,-7.461982727E-1,2.359918668E0
1.139832767E1,1.792545965E0,1.948854173E0,-6.496426159E-1,2.726405904E0
1.140828067E1,2.105977482E0,2.178215300E0,-4.703014952E-1,3.066096304E0
1.141823267E1,2.959895647E0,2.417559963E0,-6.454250193E-1,3.875842085E0
1.142818467E1,3.538786661E0,2.353344086E0,-1.479160788E0,4.499906227E0
1.143813667E1,3.295728139E0,1.669547299E0,-1.567601679E0,4.013301281E0
1.144808867E1,2.516522334E0,9.310796303E-1,-1.578654086E0,3.113188503E0
1.145804167E1,1.606014377E0,4.178209805E-1,-1.981160039E0,2.584347433E0
1.146799367E1,1.001885757E0,-1.349420428E-2,-2.491995603E0,2.685888912E0
1.147794567E1,9.541239457E-1,-2.803073323E-1,-2.673651636E0,2.852601931E0
1.148789767E1,9.388808392E-1,-6.263812226E-1,-2.546438443E0,2.785354450E0
1.149785067E1,1.424504963E0,-8.940480441E-1,-3.012158645E0,3.449874780E0
1.150780267E1,2.050567805E0,-9.613880879E-1,-3.462183166E0,4.137125530E0
1.151775467E1,2.494318117E0,-9.555771250E-1,-3.763914696E0,4.615387779E0
1.152770667E1,2.690030857E0,-8.308992845E-1,-3.974672906E0,4.870799148E0
1.153765867E1,2.524735625E0,-5.654462188E-1,-4.258618961E0,4.982956437E0
1.154761167E1,2.044231616E0,-4.008301413E-1,-4.103708677E0,4.602170423E0
1.155756367E1,1.929879373E0,-3.103865790E-1,-3.970457649E0,4.425529139E0
1.156751567E1,2.075379441E0,-1.678320462E-1,-3.984363497E0,4.495611182E0
1.157746767E1,2.419269689E0,1.707100457E-1,-3.657980690E0,4.388944118E0
1.158741967E1,3.033515600E0,4.553431481E-1,-2.810271830E0,4.160190144E0
1.159737267E1,3.456309345E0,8.774513072E-1,-1.315674977E0,3.800920379E0
1.160732467E1,3.598634082E0,1.334694800E0,7.022125930E-1,3.901881597E0
1.161727667E1,3.393331617E0,1.978781977E0,2.624931466E0,4.724462167E0
1.162722867E1,2.471481816E0,2.346688201E0,3.343503984E0,4.774325792E0
1.163718108E1,1.183356288E0,2.143431968E0,3.272694202E0,4.087194643E0
1.164713408E1,-2.632895228E-2,1.644780248E0,2.541785814E0,3.027650971E0
1.165708608E1,-1.016677897E0,9.948955572E-1,1.605425563E0,2.144957425E0
1.166703808E1,-1.374702619E0,5.221095800E-2,1.347490847E0,1.925685556E0
1.167699008E1,-1.611981753E0,8.650546253E-1,3.979882191E0,4.380213115E0
1.168694308E1,-3.083590278E0,1.480253633E0,4.245407177E0,5.451895259E0
1.169689508E1,-2.597824067E0,-1.384684986E-1,7.780626744E-1,2.715371969E0
1.170684708E1,-1.706127919E0,1.558625033E0,3.097119858E0,3.864238073E0
1.171679908E1,-1.447450168E0,1.331320957E0,2.473675107E0,3.160157593E0
1.172675108E1,-7.936500357E-1,1.145465453E0,1.778461046E0,2.259401509E0
1.173670408E1,-2.013589574E-1,1.030557725E0,9.196576792E-1,1.395838423E0
1.174665608E1,-2.791173508E-1,7.118757015E-1,2.469758642E-1,8.035363013E-1
1.175660808E1,-6.492324337E-1,4.478680676E-1,-2.392247951E-1,8.242069289E-1
1.176656008E1,-1.133550290E0,5.239765960E-1,-6.035115927E-1,1.386980164E0
1.177651208E1,-1.368367454E0,7.455287665E-1,-3.169173342E-1,1.590182136E0
1.178646508E1,-1.268835272E0,6.914338356E-1,1.083354574E-1,1.449054956E0
1.179641708E1,-9.303825691E-1,5.462287599E-1,6.132577318E-1,1.240992598E0
1.180636908E1,-5.244045391E-1,6.674275070E-1,1.186405903E0,1.458772965E0
1.181632108E1,-5.742513947E-1,8.792230135E-1,1.094042115E0,1.516484725E0
1.182627308E1,-8.281411529E-1,1.327428465E0,3.328322858E-1,1.599581642E0
1.183622608E1,-8.253328083E-1,1.111842794E0,-4.515097135E-1,1.456444185E0
1.184617808E1,-7.533896171E-1,7.689837027E-1,-7.315743864E-1,1.301588619E0
1.185613008E1,-6.002171984E-1,6.039676756E-1,-9.356223321E-1,1.265079755E0
1.186608208E1,-1.209791842E-1,5.601837248E-1,-9.228976214E-1,1.086361721E0
1.187603408E1,6.229364817E-1,9.193787670E-1,-1.048485289E0,1.527294529E0
1.188598708E1,1.036172441E0,1.190336986E0,-1.323786235E0,2.059845981E0
1.189593908E1,1.145640431E0,1.416158794E0,-1.304636604E0,2.240552252E0
1.190589108E1,1.171832668E0,1.786872266E0,-7.915516162E-1,2.278740498E0
1.191584308E1,1.206743250E0,2.109983556E0,-2.039871347E-1,2.439235665E0
1.192579608E1,6.453704940E-1,2.037209110E0,2.530581379E-1,2.151920643E0
1.193574808E1,-1.492737511E-2,1.931932915E0,6.240996391E-1,2.030292584E0
1.194570008E1,-5.677188123E-1,1.873584135E0,8.255695474E-1,2.124661676E0
1.195565208E1,-1.242366827E0,1.882187728E0,9.937758154E-1,2.464487035E0
1.196560408E1,-1.834336162E0,2.030037500E0,5.936666358E-1,2.799693104E0
1.197555708E1,-2.915681048E0,2.987384577E0,1.077768145E0,4.311292934E0
1.198550908E1,-3.978974995E0,3.614684397E0,3.601415895E0,6.470578162E0
1.199546108E1,-4.194528800E0,4.261103443E0,6.651718267E0,8.944072356E0
1.200541308E1,-4.072771059E0,5.761366832E0,8.314697388E0,1.090481566E1
1.201536508E1,-3.580310370E0,7.187222648E0,5.376194365E0,9.663242602E0
1.202531808E1,-2.035891293E0,7.699146963E0,2.425906863E0,8.325067053E0
1.203527008E1,-6.599518418E-2,7.343322256E0,2.126071585E0,7.645189174E0
1.204522208E1,1.161928874E0,6.069712733E0,2.313711659E0,6.598844824E0
1.205517408E1,2.073181473E0,4.395125134E0,3.834896386E-1,4.874655954E0
1.206512608E1,4.222558013E0,2.523488706E0,-1.407321897E0,5.116497468E0
1.207507908E1,7.251701649E0,9.640672821E-1,-3.162677085E-1,7.322337591E0
1.208503108E1,7.968688402E0,-5.412054169E-1,3.626879350E0,8.771952575E0
1.209498308E1,4.630248692E0,-1.323455282E0,7.429600262E0,8.853795620E0
1.210493508E1,-2.257214545E-1,1.538779584E0,9.620687038E-1,1.828761595E0
1.211488708E1,1.983924457E-1,5.207593410E0,-6.647915822E-1,5.253602244E0
1.212484008E1,5.647915500E-1,7.310502419E0,-2.862730710E0,7.871318964E0
1.213479208E1,-7.628393023E-1,6.789692091E0,-3.170679585E0,7.532267356E0
1.214474408E1,-2.790397144E0,5.102169281E0,-1.167604766E0,5.931420444E0
1.215469608E1,-2.719644080E0,2.660372609E0,9.811814976E-1,3.928964683E0
1.216464808E1,-1.043597674E0,7.509427035E-1,1.773630661E0,2.190611050E0
1.217460108E1,5.879945442E-1,-1.939400979E0,1.383637165E0,2.453867467E0
1.218455308E1,1.910126748E0,-3.456052360E0,4.316285956E-1,3.972302274E0
1.219450508E1,2.261490176E0,-2.653512656E0,1.728310062E0,3.891339474E0
1.220445708E1,2.041050292E0,3.405476868E-2,1.470170109E0,2.515640310E0
1.221441008E1,1.957554684E0,2.390252881E0,-4.748851275E-1,3.125835098E0
1.222436208E1,1.649779325E0,3.061796828E0,-1.195553872E0,3.677733092E0
1.223431408E1,1.067641937E0,2.426105084E0,-1.271436698E0,2.939795309E0
1.224426608E1,-1.521053932E-1,1.106182689E0,-2.214169829E0,2.479783100E0
1.225421808E1,-1.337034125E0,-7.998546624E-1,-2.627659192E0,3.054835603E0
1.226417108E1,-1.416288456E0,-2.575652302E0,-1.773086870E0,3.432738676E0
1.227412308E1,-4.861819482E-1,-3.952585634E0,-1.064810715E0,4.122272182E0
1.228407508E1,9.244172397E-1,-4.836087640E0,-1.924336213E0,5.286337177E0
1.229402708E1,2.136344412E0,-4.620074537E0,-2.188322797E0,5.540560697E0
1.230397908E1,3.492521444E0,-2.436086281E0,-1.254444689E0,4.439127604E0
1.231393208E1,4.591207125E0,2.791343808E-2,-1.928471364E0,4.979855804E0
1.232388408E1,4.637945967E0,1.423445594E0,-3.560023163E0,6.017516520E0
1.233383608E1,3.047215042E0,1.498448998E0,-4.436481613E0,5.586880884E0
1.234378808E1,8.328415103E-1,5.081230402E-1,-4.128181028E0,4.241897289E0
1.235374008E1,-6.388514332E-1,-4.274098295E-1,-3.621519500E0,3.702190406E0
1.236369308E1,-9.437286195E-1,-1.322593403E0,-3.562016771E0,3.915078607E0
1.237364508E1,-4.365455558E-1,-2.222504450E0,-3.198667867E0,3.919384413E0
1.238359708E1,4.250088166E-1,-3.295018871E0,-1.942835634E0,3.848687069E0
1.239354908E1,1.315353527E0,-4.020350186E0,-1.078525359E0,4.365385145E0
1.240350108E1,1.784827202E0,-4.081285774E0,-5.880498004E-1,4.493139691E0
1.241345408E1,1.894989915E0,-3.332281423E0,-9.923309684E-2,3.834701222E0
1.242340608E1,1.950954785E0,-2.084663942E0,-6.165982461E-1,2.921000124E0
1.243335808E1,1.629482177E0,-8.230072975E-1,-8.455114764E-1,2.011825747E0
1.244331008E1,9.370212784E-1,6.138214034E-1,-1.317798686E0,1.729560340E0
1.245326208E1,7.960006164E-1,1.905908713E0,-2.605177233E0,3.324613273E0
1.246321508E1,7.886373639E-1,2.737926570E0,-2.940137905E0,4.094215638E0
1.247316708E1,6.751094328E-1,3.112410327E0,-3.108137181E0,4.450099721E0
1.248311908E1,2.994711430E-1,2.436090374E0,-4.462274559E0,5.092751075E0
1.249307108E1,-1.482046974E-1,7.260341495E-1,-3.599847672E0,3.675322228E0
1.250302408E1,-3.494054876E-1,-7.517800248E-1,-1.322980489E0,1.561260636E0
1.251297608E1,-2.448761290E-1,-1.788300741E0,5.477852887E-1,1.886280091E0
1.252292808E1,-2.124685210E-1,-2.259373484E0,1.333078630E0,2.631921360E0
1.253288008E1,-2.929881889E-1,-2.194610308E0,1.972075220E0,2.965002050E0
1.254283208E1,-5.589373907E-1,-1.432255594E0,3.057262312E0,3.422078307E0
1.255278508E1,-1.430106449E0,-2.112885529E-1,3.608128499E0,3.886957496E0
1.256273708E1,-2.358020105E0,1.192144361E0,3.423326663E0,4.324422786E0
1.257268908E1,-3.841321014E0,1.395936198E0,2.009661123E0,4.554461859E0
1.258264108E1,-5.318794588E0,9.245260710E-1,3.503908896E-1,5.409907402E0
1.259259308E1,-5.899179858E0,8.497752661E-1,-5.541786343E-1,5.985779394E0
1.260254608E1,-5.450027157E0,7.871246892E-1,-1.890467386E0,5.822046739E0
1.261249808E1,-4.319970579E0,9.161885262E-1,-3.338919182E0,5.536237759E0
1.262245008E1,-2.700377212E0,3.420375574E-1,-4.279951943E0,5.072180538E0
1.263240208E1,-9.822467141E-1,-3.342440960E-1,-2.857076452E0,3.039640370E0
1.264235458E1,-7.930432409E-2,-8.331218112E-1,7.016892672E-1,1.092130466E0
1.265230758E1,-7.384529047E-1,-6.264864725E-1,3.724469964E0,3.848308005E0
1.266225958E1,-2.424744291E0,-1.154120794E0,3.550238725E0,4.451468823E0
1.267221158E1,-4.225931271E0,-1.714550394E0,2.054518037E0,5.001921884E0
1.268216358E1,-4.998753086E0,-1.535325341E0,7.982127643E-1,5.289792051E0
1.269211558E1,-4.879649104E0,-6.103054726E-1,2.614266729E-1,4.924610853E0
1.270206858E1,-4.098409638E0,1.463955104E0,1.027665693E-1,4.353238688E0
1.271202058E1,-2.246641902E0,3.525473135E0,4.033409357E-1,4.199886258E0
1.272197258E1,-2.713078827E-2,3.997498390E0,4.873215705E-1,4.027184099E0
1.273192458E1,8.657004502E-1,4.185253361E0,1.307783575E0,4.469460913E0
1.274187658E1,7.188024594E-1,4.354929619E0,1.758361827E0,4.751202509E0
1.275182958E1,1.319392052E-1,4.060515295E0,1.199187332E0,4.235946490E0
1.276178158E1,1.140184394E-1,2.692840444E0,-4.668229866E-1,2.735381794E0
1.277173358E1,1.457581054E0,9.595291118E-1,-2.637272015E0,3.162347597E0
1.278168558E1,3.570388230E0,-3.322304611E-1,-4.128872754E0,5.468604887E0
1.279163758E1,4.965594111E0,-3.614030971E-1,-3.709670661E0,6.208815788E0
1.280159058E1,5.489001773E0,-1.185981615E-1,-2.689419823E0,6.113606544E0
1.281154258E1,4.745985263E0,1.409541865E-1,-1.769972059E0,5.067252242E0
1.282149458E1,3.650328731E0,1.272039253E0,-1.022710177E0,3.998614737E0
1.283144658E1,2.497180329E0,2.430069788E0,-1.381160869E0,3.748166768E0
1.284139958E1,1.676214148E0,3.241970300E0,-2.553785470E0,4.454423141E0
1.285135158E1,1.777236493E0,3.411316775E0,-6.210175717E0,7.304925333E0
1.286130358E1,3.778090393E0,2.174300150E0,-1.254476615E1,1.328053862E1
1.287125558E1,3.780573121E0,2.093743791E0,-1.039730837E1,1.125968550E1
1.288120758E1,-2.702963436E0,5.630105612E0,3.541801777E0,7.179725647E0
1.289116058E1,-5.325297276E0,6.980322431E0,6.151415293E0,1.072024265E1
1.290111258E1,-7.226702464E-1,1.226627262E1,8.045023803E0,1.468693652E1
1.291106458E1,3.022125809E0,1.081738521E1,-3.664754105E-1,1.123758744E1
1.292101658E1,5.315469496E-1,1.175724063E0,-9.630501004E0,9.716553856E0
1.293096858E1,8.064370193E-1,-1.891418728E0,-5.540605205E0,5.909831767E0
1.294092158E1,1.069480374E0,-1.985396055E0,-1.810152955E0,2.891753704E0
1.295087358E1,-4.666449754E-1,-8.533129046E-1,-1.820451071E0,2.063962826E0
1.296082558E1,-2.781007977E0,9.829874832E-2,-2.439733774E0,3.700806521E0
1.297077758E1,-2.917473220E0,-1.840387738E-1,-5.902608665E0,6.586828472E0
1.298072958E1,-1.171166013E0,-6.882418406E-1,-7.008626463E0,7.139058170E0
1.299068258E1,7.594824158E-2,4.082599059E-1,-4.004314781E0,4.025789507E0
1.300063458E1,7.010852498E-1,1.116719810E0,-3.225953899E0,3.485019687E0
1.301058658E1,5.579425601E-1,9.562977943E-1,-1.827567717E0,2.136775405E0
1.302053858E1,-2.317105383E-2,2.646730471E-1,-7.713524097E-1,8.158267338E-1
